Zairyo_Kosei_ID,Shiyo_ID,Sort_No,Zairyo_ID,Zairyo_Keisu,Teisyaku,Tani_ID,Konpo_Calc_Flg,Setsumei,Zairyo_Keisu_Default,Teisyaku_Default,Tani_ID_Default,Konpo_Calc_Flg_Default,Setsumei_Default,Zairyo_Tanka_Ref_Col1,Zairyo_Tanka_Ref_Col2,Zairyo_Tanka_Ref_Col3,Zairyo_Tanka_Ref_Col4,Sort_No_Default,Default_Flg,Disable_Flg,Delete_Flg,UPDATE_DATE,UPDATE_STAFF
10151,510704052,1,51040052,2.392,,17,1,,2.392,,17,1,,,,,,1,1,0,0,,
10152,510704039,1,51040039,11.1111,,17,1,,11.1111,,17,1,,,,,,1,1,0,0,,
10153,510704040,1,51040040,11.1111,,17,1,,11.1111,,17,1,,,,,,1,1,0,0,,
10154,510704053,1,51040053,4.9383,,17,1,,4.9383,,17,1,,,,,,1,1,0,0,,
10155,510704054,1,51040054,7.4074,,17,1,,7.4074,,17,1,,,,,,1,1,0,0,,
10156,510705001,1,51050001,4.8516,,17,1,,4.8516,,17,1,,,,,,1,1,0,0,,
10157,510713001,1,51130001,4,,17,1,,4,,17,1,,,,,,1,1,0,0,,
10158,510713002,1,51130002,4,,17,1,,4,,17,1,,,,,,1,1,0,0,,
10159,510713003,1,51130003,4,,17,1,,4,,17,1,,,,,,1,1,0,0,,
10160,510713004,1,51130004,4,,17,1,,4,,17,1,,,,,,1,1,0,0,,
10161,510713005,1,51130005,4,,17,1,,4,,17,1,,,,,,1,1,0,0,,
10162,510714001,1,51140001,1,,17,1,,1,,17,1,,,,,,1,1,0,0,,
10163,510714002,1,51140002,1,,17,1,,1,,17,1,,,,,,1,1,0,0,,
10164,510714003,1,51140003,1,,17,1,,1,,17,1,,,,,,1,1,0,0,,
10165,510714004,1,51140004,1,,17,1,,1,,17,1,,,,,,1,1,0,0,,
10166,510714005,1,51140005,1,,17,1,,1,,17,1,,,,,,1,1,0,0,,
10167,510714006,1,51140006,1,,17,1,,1,,17,1,,,,,,1,1,0,0,,
10168,510723001,1,51230001,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10169,510723002,1,51230002,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10170,510723003,1,51230003,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10171,510723004,1,51230004,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10172,510723005,1,51230005,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10173,510723006,1,51230006,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10174,510723007,1,51230007,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10175,510723008,1,51230008,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10176,510723009,1,51230009,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10177,510723010,1,51230010,0.5,,11,1,,0.5,,11,1,,,,,,1,1,0,0,,
10178,510723011,1,51230011,0.5,,11,1,,0.5,,11,1,,,,,,1,1,0,0,,
10179,510723012,1,51230012,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10180,510725001,1,51250001,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10181,510725002,1,51250002,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10182,510725003,1,51250003,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10183,510725004,1,51250004,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10184,510727001,1,51270001,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10185,510727002,1,51270002,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10186,510727003,1,51270003,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10187,510727004,1,51270004,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10188,510727005,1,51270005,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10189,510727006,1,51270006,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10190,510731001,1,51310001,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10191,510731002,1,51310002,0.6173,,11,1,,0.6173,,11,1,,,,,,1,1,0,0,,
10192,510731003,1,51310003,0.7576,,11,1,,0.7576,,11,1,,,,,,1,1,0,0,,
10193,510731004,1,51310004,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10194,510731013,1,51310017,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10195,510731006,1,51310006,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10196,510731012,1,51310016,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10197,510731007,1,51310007,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10198,510731010,1,51310010,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10199,510732016,1,51320001,1,,17,0,,1,,17,0,,,,,,1,1,0,0,,
10200,510732017,1,51320002,1,,17,0,,1,,17,0,,,,,,1,1,0,0,,
10201,510732018,1,51320003,1,,17,0,,1,,17,0,,,,,,1,1,0,0,,
10202,510732019,1,51320004,1,,17,0,,1,,17,0,,,,,,1,1,0,0,,
10203,510753034,1,51530034,0.5495,,11,1,,0.5495,,11,1,,,,,,1,1,0,0,,
10204,517191001,1,51910001,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10205,517191002,1,51910002,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10206,517191003,1,51910003,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10207,517191004,1,51910004,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10208,517191005,1,51910005,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10209,517191006,1,51910006,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10210,517191007,1,51910007,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10211,517191008,1,51910101,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10212,517191009,1,51910102,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10213,517191010,1,51910103,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10214,517191011,1,51910104,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10215,517191012,1,51910105,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10216,517191013,1,51910106,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10217,517191014,1,51910203,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10218,517191015,1,51910204,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10219,517191016,1,51910205,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10220,517191017,1,51910201,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10221,517191018,1,51910202,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10222,517191019,1,51910206,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10223,517191102,1,51911002,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10224,517191103,1,51911003,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10225,517191104,1,51911004,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10226,517191105,1,51911005,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10227,517191106,1,51911006,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10228,517191107,1,51911007,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10229,517191108,1,51911101,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10230,517191109,1,51911102,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10231,517191110,1,51911103,1.1001,,17,0,,1.1001,,17,0,,,,,,1,1,0,0,,
10232,517191111,1,51911104,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10233,517191112,1,51911105,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10234,517191113,1,51911106,1,,11,0,,1,,11,0,,,,,,1,1,0,0,,
10235,517192001,1,51920001,0.4762,,17,0,,0.4762,,17,0,,,,,,1,1,0,0,,
10236,520101001,1,52010001,10.7639,,17,1,,10.7639,,17,1,,,,,,1,1,0,0,,
10237,520101002,1,52010002,10.7639,,17,1,,10.7639,,17,1,,,,,,1,1,0,0,,
10238,520101003,1,52010003,10.7639,,17,1,,10.7639,,17,1,,,,,,1,1,0,0,,
10239,520101004,1,52010004,10.7639,,17,1,,10.7639,,17,1,,,,,,1,1,0,0,,
10240,520101005,1,52010005,10.7639,,17,1,,10.7639,,17,1,,,,,,1,1,0,0,,
10241,520101006,1,52010006,10.7639,,17,1,,10.7639,,17,1,,,,,,1,1,0,0,,
10242,520101007,1,52010007,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10243,520101009,1,52010009,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10244,520101011,1,52010011,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10245,520101012,1,52010012,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10246,520101013,1,52010013,7.1759,,17,1,,7.1759,,17,1,,,,,,1,1,0,0,,
10247,520101014,1,52010014,14.3519,,17,1,,14.3519,,17,1,,,,,,1,1,0,0,,
10248,520101015,1,52010015,3.588,,17,1,,3.588,,17,1,,,,,,1,1,0,0,,
10249,520101016,1,52010016,2.392,,17,1,,2.392,,17,1,,,,,,1,1,0,0,,
10250,520101017,1,52010017,22.7752,,17,1,,22.7752,,17,1,,,,,,1,1,0,0,,
10251,520101018,1,52010018,10.9361,,17,1,,10.9361,,17,1,,,,,,1,1,0,0,,
10252,520101019,1,52010019,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10253,520101020,1,52010020,7.2908,,17,1,,7.2908,,17,1,,,,,,1,1,0,0,,
10254,520101021,1,52010021,7.2908,,17,1,,7.2908,,17,1,,,,,,1,1,0,0,,
10255,520101022,1,52010022,10.9361,,17,1,,10.9361,,17,1,,,,,,1,1,0,0,,
10256,520101023,1,52010023,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10257,520101024,1,52010024,7.2908,,17,1,,7.2908,,17,1,,,,,,1,1,0,0,,
10258,520101025,1,52010025,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10259,520101026,1,52010026,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10260,520102001,1,52020001,3.9368,,17,1,,3.9368,,17,1,,,,,,1,1,0,0,,
10261,520103001,1,52030001,4.784,,17,1,,4.784,,17,1,,,,,,1,1,0,0,,
10262,520104001,1,52040001,11.1111,,17,1,,11.1111,,17,1,,,,,,1,1,0,0,,
