Zairyo_Kosei_ID,Shiyo_ID,Sort_No,Zairyo_ID,Zairyo_Keisu,Teisyaku,Tani_ID,Konpo_Calc_Flg,Setsumei,Zairyo_Keisu_Default,Teisyaku_Default,Tani_ID_Default,Konpo_Calc_Flg_Default,Setsumei_Default,Zairyo_Tanka_Ref_Col1,Zairyo_Tanka_Ref_Col2,Zairyo_Tanka_Ref_Col3,Zairyo_Tanka_Ref_Col4,Sort_No_Default,Default_Flg,Disable_Flg,Delete_Flg,UPDATE_DATE,UPDATE_STAFF
1,1010001,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
2,1010001,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
3,1010001,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
4,1010001,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
5,1010001,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
6,1010001,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
7,1010001,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
8,1010001,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
9,1010001,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
10,1010001,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
11,1010001,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
12,1010002,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
13,1010002,2,1020001,2.8129,5000,,,,2.8129,5000,,,,,,,,2,1,0,0,,
14,1010002,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
15,1010002,4,1030003,3.501,,,,,3.501,,,,,,,,,4,1,0,0,,
16,1010002,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
17,1010002,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
18,1010002,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
19,1010002,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
20,1010002,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
21,1010002,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
22,1010002,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
23,1010003,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
24,1010003,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
25,1010003,3,1020002,1.612,5000,,,,1.612,5000,,,,,,,,3,1,0,0,,
26,1010003,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
27,1010003,5,1031003,2.076,,,,,2.076,,,,,,,,,5,1,0,0,,
28,1010003,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
29,1010003,7,1040002,0.217,,,,,0.217,,,,,,,,,7,1,0,0,,
30,1010003,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
31,1010003,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
32,1010003,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
33,1010003,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
34,1010004,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
35,1010004,2,1020001,2.3704,5000,,,,2.3704,5000,,,,,,,,2,1,0,0,,
36,1010004,3,1020002,2.655,5000,,,,2.655,5000,,,,,,,,3,1,0,0,,
37,1010004,4,1030003,2.943,,,,,2.943,,,,,,,,,4,1,0,0,,
38,1010004,5,1031003,3.346,,,,,3.346,,,,,,,,,5,1,0,0,,
39,1010004,6,1040001,0.341,,,,,0.341,,,,,,,,,6,1,0,0,,
40,1010004,7,1040002,0.372,,,,,0.372,,,,,,,,,7,1,0,0,,
41,1010004,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
42,1010004,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
43,1010004,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
44,1010004,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
45,1010005,1,1010003,1.714,5000,,,,1.714,5000,,,,,,,,1,1,0,0,,
46,1010005,2,1020001,2.7429,5000,,,,2.7429,5000,,,,,,,,2,1,0,0,,
47,1010005,3,1020002,0.914,5000,,,,0.914,5000,,,,,,,,3,1,0,0,,
48,1010005,4,1030003,3.429,,,,,3.429,,,,,,,,,4,1,0,0,,
49,1010005,5,1031003,1.143,,,,,1.143,,,,,,,,,5,1,0,0,,
50,1010005,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
51,1010005,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
52,1010005,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
53,1010005,9,1050003,2.286,,,,,2.286,,,,,,,,,9,1,0,0,,
54,1010005,10,1060002,2.286,,,,,2.286,,,,,,,,,10,1,0,0,,
55,1010005,11,1132001,4.572,,,,,4.572,,,,,,,,,11,1,0,0,,
56,1010006,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
57,1010006,2,1020001,2.0177,5000,,,,2.0177,5000,,,,,,,,2,1,0,0,,
58,1010006,3,1020002,1.0734,5000,,,,1.0734,5000,,,,,,,,3,1,0,0,,
59,1010006,4,1030003,2.3203,,,,,2.3203,,,,,,,,,4,1,0,0,,
60,1010006,5,1031003,1.2344,,,,,1.2344,,,,,,,,,5,1,0,0,,
61,1010006,6,1040001,0.454,,,,,0.454,,,,,,,,,6,1,0,0,,
62,1010006,7,1040002,0.2415,,,,,0.2415,,,,,,,,,7,1,0,0,,
63,1010006,8,1041003,0.2337,,,,,0.2337,,,,,,,,,8,1,0,0,,
64,1010006,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
65,1010006,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
66,1010006,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
67,1010007,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
68,1010007,2,1020002,3.7612,5000,,,,3.7612,5000,,,,,,,,2,1,0,0,,
69,1010007,3,1031003,4.74,,,,,4.74,,,,,,,,,3,1,0,0,,
70,1010007,4,1040002,0.527,,,,,0.527,,,,,,,,,4,1,0,0,,
71,1010007,5,1041003,0.2028,,,,,0.2028,,,,,,,,,5,1,0,0,,
72,1010007,6,1050003,1.612,,,,,1.612,,,,,,,,,6,1,0,0,,
73,1010007,7,1060002,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
74,1010007,8,1132001,3.224,,,,,3.224,,,,,,,,,8,1,0,0,,
75,1020001,1,1010003,0.3493,5000,,,,0.3493,5000,,,,,,,,1,1,0,0,,
76,1020001,2,1010301,1.2224,5000,,,,1.2224,5000,,,,,,,,2,1,0,0,,
77,1020001,3,1020001,2.3576,5000,,,,2.3576,5000,,,,,,,,3,1,0,0,,
78,1020001,4,1020002,0.7859,5000,,,,0.7859,5000,,,,,,,,4,1,0,0,,
79,1020001,5,1030003,2.62,,,,,2.62,,,,,,,,,5,1,0,0,,
80,1020001,6,1031003,0.873,,,,,0.873,,,,,,,,,6,1,0,0,,
81,1020001,7,1040001,0.524,,,,,0.524,,,,,,,,,7,1,0,0,,
82,1020001,8,1040002,0.175,,,,,0.175,,,,,,,,,8,1,0,0,,
83,1020001,9,1050003,1.528,,,,,1.528,,,,,,,,,9,1,0,0,,
84,1020001,10,1060002,1.528,,,,,1.528,,,,,,,,,10,1,0,0,,
85,1020001,11,1132001,3.056,,,,,3.056,,,,,,,,,11,1,0,0,,
86,1020002,1,1010003,0.6745,5000,,,,0.6745,5000,,,,,,,,1,1,0,0,,
87,1020002,2,1010302,1.2648,5000,,,,1.2648,5000,,,,,,,,2,1,0,0,,
88,1020002,3,1020001,3.7943,5000,,,,3.7943,5000,,,,,,,,3,1,0,0,,
89,1020002,4,1020002,1.1383,5000,,,,1.1383,5000,,,,,,,,4,1,0,0,,
90,1020002,5,1030003,4.216,,,,,4.216,,,,,,,,,5,1,0,0,,
91,1020002,6,1031003,1.265,,,,,1.265,,,,,,,,,6,1,0,0,,
92,1020002,7,1040001,0.843,,,,,0.843,,,,,,,,,7,1,0,0,,
93,1020002,8,1040002,0.253,,,,,0.253,,,,,,,,,8,1,0,0,,
94,1020002,9,1050003,1.686,,,,,1.686,,,,,,,,,9,1,0,0,,
95,1020002,10,1060002,1.686,,,,,1.686,,,,,,,,,10,1,0,0,,
96,1020002,11,1132001,3.372,,,,,3.372,,,,,,,,,11,1,0,0,,
97,1020003,1,1010003,0.6091,5000,,,,0.6091,5000,,,,,,,,1,1,0,0,,
98,1020003,2,1010303,1.269,4000,,,,1.269,4000,,,,,,,,2,1,0,0,,
99,1020003,3,1020001,6.3959,5000,,,,6.3959,5000,,,,,,,,3,1,0,0,,
100,1020003,4,1020002,1.3706,5000,,,,1.3706,5000,,,,,,,,4,1,0,0,,
101,1020003,5,1030003,7.107,,,,,7.107,,,,,,,,,5,1,0,0,,
102,1020003,6,1031003,1.523,,,,,1.523,,,,,,,,,6,1,0,0,,
103,1020003,7,1040001,1.421,,,,,1.421,,,,,,,,,7,1,0,0,,
104,1020003,8,1040002,0.305,,,,,0.305,,,,,,,,,8,1,0,0,,
105,1020003,9,1050003,1.523,,,,,1.523,,,,,,,,,9,1,0,0,,
106,1020003,10,1060002,1.523,,,,,1.523,,,,,,,,,10,1,0,0,,
107,1020003,11,1132001,3.046,,,,,3.046,,,,,,,,,11,1,0,0,,
108,1030001,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
109,1030001,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
110,1030001,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
111,1030001,4,1030003,2.7181,,,,,2.7181,,,,,,,,,4,1,0,0,,
112,1030001,5,1031003,1.2642,,,,,1.2642,,,,,,,,,5,1,0,0,,
113,1030001,6,1040001,0.3161,,,,,0.3161,,,,,,,,,6,1,0,0,,
114,1030001,7,1040002,0.1264,,,,,0.1264,,,,,,,,,7,1,0,0,,
115,1030001,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
116,1030001,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
117,1030001,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
118,1030001,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
119,1030002,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
120,1030002,2,1020001,2.8129,5000,,,,2.8129,5000,,,,,,,,2,1,0,0,,
121,1030002,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
122,1030002,4,1030003,3.5714,,,,,3.5714,,,,,,,,,4,1,0,0,,
123,1030002,5,1031003,1.2642,,,,,1.2642,,,,,,,,,5,1,0,0,,
124,1030002,6,1040001,0.4109,,,,,0.4109,,,,,,,,,6,1,0,0,,
125,1030002,7,1040002,0.1264,,,,,0.1264,,,,,,,,,7,1,0,0,,
126,1030002,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
127,1030002,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
128,1030002,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
129,1030002,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
130,1030003,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
131,1030003,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
132,1030003,3,1020002,1.612,5000,,,,1.612,5000,,,,,,,,3,1,0,0,,
133,1030003,4,1030003,2.7181,,,,,2.7181,,,,,,,,,4,1,0,0,,
134,1030003,5,1031003,2.1176,,,,,2.1176,,,,,,,,,5,1,0,0,,
135,1030003,6,1040001,0.3161,,,,,0.3161,,,,,,,,,6,1,0,0,,
136,1030003,7,1040002,0.1264,,,,,0.1264,,,,,,,,,7,1,0,0,,
137,1030003,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
138,1030003,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
139,1030003,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
140,1030003,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
141,1030004,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
142,1030004,2,1020001,2.3704,5000,,,,2.3704,5000,,,,,,,,2,1,0,0,,
143,1030004,3,1020002,2.655,5000,,,,2.655,5000,,,,,,,,3,1,0,0,,
144,1030004,4,1030003,3.0025,,,,,3.0025,,,,,,,,,4,1,0,0,,
145,1030004,5,1031003,3.4134,,,,,3.4134,,,,,,,,,5,1,0,0,,
146,1030004,6,1040001,0.3477,,,,,0.3477,,,,,,,,,6,1,0,0,,
147,1030004,7,1040002,0.1264,,,,,0.1264,,,,,,,,,7,1,0,0,,
148,1030004,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
149,1030004,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
150,1030004,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
151,1030004,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
152,1030005,1,1010003,1.714,5000,,,,1.714,5000,,,,,,,,1,1,0,0,,
153,1030005,2,1020001,2.7429,5000,,,,2.7429,5000,,,,,,,,2,1,0,0,,
154,1030005,3,1020002,0.914,5000,,,,0.914,5000,,,,,,,,3,1,0,0,,
155,1030005,4,1030003,3.4286,,,,,3.4286,,,,,,,,,4,1,0,0,,
156,1030005,5,1031003,1.1429,,,,,1.1429,,,,,,,,,5,1,0,0,,
157,1030005,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
158,1030005,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
159,1030005,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
160,1030005,9,1050003,2.286,,,,,2.286,,,,,,,,,9,1,0,0,,
161,1030005,10,1060002,2.286,,,,,2.286,,,,,,,,,10,1,0,0,,
162,1030005,11,1132001,4.572,,,,,4.572,,,,,,,,,11,1,0,0,,
163,1040001,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
164,1040001,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
165,1040001,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
166,1040001,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
167,1040001,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
168,1040001,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
169,1040001,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
170,1040001,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
171,1040001,9,1052001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
172,1040001,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
173,1040001,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
174,1040002,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
175,1040002,2,1020001,2.8129,5000,,,,2.8129,5000,,,,,,,,2,1,0,0,,
176,1040002,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
177,1040002,4,1030003,3.501,,,,,3.501,,,,,,,,,4,1,0,0,,
178,1040002,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
179,1040002,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
180,1040002,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
181,1040002,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
182,1040002,9,1052001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
183,1040002,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
184,1040002,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
185,1040003,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
186,1040003,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
187,1040003,3,1020002,1.612,5000,,,,1.612,5000,,,,,,,,3,1,0,0,,
188,1040003,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
189,1040003,5,1031003,2.076,,,,,2.076,,,,,,,,,5,1,0,0,,
190,1040003,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
191,1040003,7,1040002,0.217,,,,,0.217,,,,,,,,,7,1,0,0,,
192,1040003,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
193,1040003,9,1052001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
194,1040003,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
195,1040003,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
196,1040004,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
197,1040004,2,1020001,2.3704,5000,,,,2.3704,5000,,,,,,,,2,1,0,0,,
198,1040004,3,1020002,2.655,5000,,,,2.655,5000,,,,,,,,3,1,0,0,,
199,1040004,4,1030003,2.943,,,,,2.943,,,,,,,,,4,1,0,0,,
200,1040004,5,1031003,3.346,,,,,3.346,,,,,,,,,5,1,0,0,,
201,1040004,6,1040001,0.341,,,,,0.341,,,,,,,,,6,1,0,0,,
202,1040004,7,1040002,0.372,,,,,0.372,,,,,,,,,7,1,0,0,,
203,1040004,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
204,1040004,9,1052001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
205,1040004,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
206,1040004,11,1132001,3.224,,,,,3.224,,,,,,,,,11,1,0,0,,
207,1040005,1,1010003,1.714,5000,,,,1.714,5000,,,,,,,,1,1,0,0,,
208,1040005,2,1020001,2.7429,5000,,,,2.7429,5000,,,,,,,,2,1,0,0,,
209,1040005,3,1020002,0.914,5000,,,,0.914,5000,,,,,,,,3,1,0,0,,
210,1040005,4,1030003,3.429,,,,,3.429,,,,,,,,,4,1,0,0,,
211,1040005,5,1031003,1.143,,,,,1.143,,,,,,,,,5,1,0,0,,
212,1040005,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
213,1040005,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
214,1040005,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
215,1040005,9,1052001,2.286,,,,,2.286,,,,,,,,,9,1,0,0,,
216,1040005,10,1060002,2.286,,,,,2.286,,,,,,,,,10,1,0,0,,
217,1040005,11,1132001,4.572,,,,,4.572,,,,,,,,,11,1,0,0,,
218,1050101,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
219,1050101,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
220,1050101,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
221,1050101,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
222,1050101,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
223,1050101,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
224,1050101,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
225,1050101,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
226,1050101,9,1054001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
227,1050101,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
228,1050102,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
229,1050102,2,1020001,2.8129,5000,,,,2.8129,5000,,,,,,,,2,1,0,0,,
230,1050102,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
231,1050102,4,1030003,3.501,,,,,3.501,,,,,,,,,4,1,0,0,,
232,1050102,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
233,1050102,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
234,1050102,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
235,1050102,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
236,1050102,9,1054001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
237,1050102,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
238,1050103,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
239,1050103,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
240,1050103,3,1020002,1.612,5000,,,,1.612,5000,,,,,,,,3,1,0,0,,
241,1050103,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
242,1050103,5,1031003,2.076,,,,,2.076,,,,,,,,,5,1,0,0,,
243,1050103,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
244,1050103,7,1040002,0.217,,,,,0.217,,,,,,,,,7,1,0,0,,
245,1050103,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
246,1050103,9,1054001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
247,1050103,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
248,1050104,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
249,1050104,2,1020001,2.3704,5000,,,,2.3704,5000,,,,,,,,2,1,0,0,,
250,1050104,3,1020002,2.655,5000,,,,2.655,5000,,,,,,,,3,1,0,0,,
251,1050104,4,1030003,2.943,,,,,2.943,,,,,,,,,4,1,0,0,,
252,1050104,5,1031003,3.346,,,,,3.346,,,,,,,,,5,1,0,0,,
253,1050104,6,1040001,0.341,,,,,0.341,,,,,,,,,6,1,0,0,,
254,1050104,7,1040002,0.372,,,,,0.372,,,,,,,,,7,1,0,0,,
255,1050104,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
256,1050104,9,1054001,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
257,1050104,10,1060002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
258,1050201,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
259,1050201,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
260,1050201,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
261,1050201,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
262,1050201,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
263,1050201,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
264,1050201,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
265,1050201,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
266,1050201,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
267,1050201,10,1054002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
268,1050201,11,1060002,1.612,,,,,1.612,,,,,,,,,11,1,0,0,,
269,1050201,12,1132001,3.224,,,,,3.224,,,,,,,,,12,1,0,0,,
270,1050202,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
271,1050202,2,1020001,2.8129,5000,,,,2.8129,5000,,,,,,,,2,1,0,0,,
272,1050202,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
273,1050202,4,1030003,3.501,,,,,3.501,,,,,,,,,4,1,0,0,,
274,1050202,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
275,1050202,6,1040001,0.403,,,,,0.403,,,,,,,,,6,1,0,0,,
276,1050202,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
277,1050202,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
278,1050202,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
279,1050202,10,1054002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
280,1050202,11,1060002,1.612,,,,,1.612,,,,,,,,,11,1,0,0,,
281,1050202,12,1132001,3.224,,,,,3.224,,,,,,,,,12,1,0,0,,
282,1050203,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
283,1050203,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
284,1050203,3,1020002,1.612,5000,,,,1.612,5000,,,,,,,,3,1,0,0,,
285,1050203,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
286,1050203,5,1031003,2.076,,,,,2.076,,,,,,,,,5,1,0,0,,
287,1050203,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
288,1050203,7,1040002,0.217,,,,,0.217,,,,,,,,,7,1,0,0,,
289,1050203,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
290,1050203,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
291,1050203,10,1054002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
292,1050203,11,1060002,1.612,,,,,1.612,,,,,,,,,11,1,0,0,,
293,1050203,12,1132001,3.224,,,,,3.224,,,,,,,,,12,1,0,0,,
294,1050204,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
295,1050204,2,1020001,2.3704,5000,,,,2.3704,5000,,,,,,,,2,1,0,0,,
296,1050204,3,1020002,2.655,5000,,,,2.655,5000,,,,,,,,3,1,0,0,,
297,1050204,4,1030003,2.943,,,,,2.943,,,,,,,,,4,1,0,0,,
298,1050204,5,1031003,3.346,,,,,3.346,,,,,,,,,5,1,0,0,,
299,1050204,6,1040001,0.341,,,,,0.341,,,,,,,,,6,1,0,0,,
300,1050204,7,1040002,0.372,,,,,0.372,,,,,,,,,7,1,0,0,,
301,1050204,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
302,1050204,9,1050003,1.612,,,,,1.612,,,,,,,,,9,1,0,0,,
303,1050204,10,1054002,1.612,,,,,1.612,,,,,,,,,10,1,0,0,,
304,1050204,11,1060002,1.612,,,,,1.612,,,,,,,,,11,1,0,0,,
305,1050204,12,1132001,3.224,,,,,3.224,,,,,,,,,12,1,0,0,,
306,1050301,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
307,1050301,2,1020001,2.1492,5000,,,,2.1492,5000,,,,,,,,2,1,0,0,,
308,1050301,3,1020002,0.948,5000,,,,0.948,5000,,,,,,,,3,1,0,0,,
309,1050301,4,1030003,2.664,,,,,2.664,,,,,,,,,4,1,0,0,,
310,1050301,5,1031003,1.239,,,,,1.239,,,,,,,,,5,1,0,0,,
311,1050301,6,1040001,0.31,,,,,0.31,,,,,,,,,6,1,0,0,,
312,1050301,7,1040002,0.124,,,,,0.124,,,,,,,,,7,1,0,0,,
313,1050301,8,1041003,0.2028,,,,,0.2028,,,,,,,,,8,1,0,0,,
