Zairyo_Kosei_ID,Shiyo_ID,Sort_No,Zairyo_ID,Zairyo_Keisu,Teisyaku,Tani_ID,Konpo_Calc_Flg,Setsumei,Zairyo_Keisu_Default,Teisyaku_Default,Tani_ID_Default,Konpo_Calc_Flg_Default,Setsumei_Default,Zairyo_Tanka_Ref_Col1,Zairyo_Tanka_Ref_Col2,Zairyo_Tanka_Ref_Col3,Zairyo_Tanka_Ref_Col4,Sort_No_Default,Default_Flg,Disable_Flg,Delete_Flg,UPDATE_DATE,UPDATE_STAFF
1981,1091242,4,1031108,0.68,,,,,0.68,,,,,,,,,4,1,0,0,,
1982,1091242,5,1040002,0.527,,,,,0.527,,,,,,,,,5,1,0,0,,
1983,1091242,6,1041003,0.2028,,,,,0.2028,,,,,,,,,6,1,0,0,,
1984,1091242,7,1051005,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
1985,1091242,8,1060004,1.612,,,,,1.612,,,,,,,,,8,1,0,0,,
1986,1091242,9,1132001,3.224,,,,,3.224,,,,,,,,,9,1,0,0,,
1987,1091242,10,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,,,10,1,0,0,,
1988,1091242,11,1130001,0.864,,,,,0.864,,,,,,,,,11,1,0,0,,
1989,1091242,12,1131104,0.34,,,,,0.34,,,,,,,,,12,1,0,0,,
1990,1091242,13,1131110,0.17,,,,,0.17,,,,,,,,,13,1,0,0,,
1991,1091242,14,1129104,0.82,,,,ﾌﾞﾚｰｽ材,0.82,,,,ﾌﾞﾚｰｽ材,,,,,14,1,0,0,,
1992,1091242,15,1129104,0.17,,,,野縁受け繋ぎ材,0.17,,,,野縁受け繋ぎ材,,,,,15,1,0,0,,
1993,1091242,16,1133101,4.42,,,,,4.42,,,,,,,,,16,1,0,0,,
1994,1091243,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
1995,1091243,2,1020002,3.7612,5000,,,,3.7612,5000,,,,,,,,2,1,0,0,,
1996,1091243,3,1031106,4.74,,,,,4.74,,,,,,,,,3,1,0,0,,
1997,1091243,4,1031108,1.12,,,,,1.12,,,,,,,,,4,1,0,0,,
1998,1091243,5,1040002,0.527,,,,,0.527,,,,,,,,,5,1,0,0,,
1999,1091243,6,1041003,0.2028,,,,,0.2028,,,,,,,,,6,1,0,0,,
2000,1091243,7,1051005,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
2001,1091243,8,1060006,1.612,,,,,1.612,,,,,,,,,8,1,0,0,,
2002,1091243,9,1132001,3.224,,,,,3.224,,,,,,,,,9,1,0,0,,
2003,1091243,10,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,,,10,1,0,0,,
2004,1091243,11,1130001,0.864,,,,,0.864,,,,,,,,,11,1,0,0,,
2005,1091243,12,1131104,0.56,,,,,0.56,,,,,,,,,12,1,0,0,,
2006,1091243,13,1131110,0.28,,,,,0.28,,,,,,,,,13,1,0,0,,
2007,1091243,14,1129106,1.959,,,,ﾌﾞﾚｰｽ材,1.959,,,,ﾌﾞﾚｰｽ材,,,,,14,1,0,0,,
2008,1091243,15,1129106,0.28,,,,野縁受け繋ぎ材,0.28,,,,野縁受け繋ぎ材,,,,,15,1,0,0,,
2009,1091243,16,1133101,7.28,,,,,7.28,,,,,,,,,16,1,0,0,,
2010,1091244,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
2011,1091244,2,1020002,3.7612,5000,,,,3.7612,5000,,,,,,,,2,1,0,0,,
2012,1091244,3,1031106,4.74,,,,,4.74,,,,,,,,,3,1,0,0,,
2013,1091244,4,1031108,0.96,,,,,0.96,,,,,,,,,4,1,0,0,,
2014,1091244,5,1040002,0.527,,,,,0.527,,,,,,,,,5,1,0,0,,
2015,1091244,6,1041003,0.2028,,,,,0.2028,,,,,,,,,6,1,0,0,,
2016,1091244,7,1051005,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
2017,1091244,8,1060006,1.612,,,,,1.612,,,,,,,,,8,1,0,0,,
2018,1091244,9,1132001,3.224,,,,,3.224,,,,,,,,,9,1,0,0,,
2019,1091244,10,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,,,10,1,0,0,,
2020,1091244,11,1130001,0.864,,,,,0.864,,,,,,,,,11,1,0,0,,
2021,1091244,12,1131104,0.48,,,,,0.48,,,,,,,,,12,1,0,0,,
2022,1091244,13,1131110,0.24,,,,,0.24,,,,,,,,,13,1,0,0,,
2023,1091244,14,1129106,1.679,,,,ﾌﾞﾚｰｽ材,1.679,,,,ﾌﾞﾚｰｽ材,,,,,14,1,0,0,,
2024,1091244,15,1129106,0.24,,,,野縁受け繋ぎ材,0.24,,,,野縁受け繋ぎ材,,,,,15,1,0,0,,
2025,1091244,16,1133101,6.24,,,,,6.24,,,,,,,,,16,1,0,0,,
2026,1091245,1,1010003,1.4011,5000,,,,1.4011,5000,,,,,,,,1,1,0,0,,
2027,1091245,2,1020002,3.7612,5000,,,,3.7612,5000,,,,,,,,2,1,0,0,,
2028,1091245,3,1031106,4.74,,,,,4.74,,,,,,,,,3,1,0,0,,
2029,1091245,4,1031108,0.8,,,,,0.8,,,,,,,,,4,1,0,0,,
2030,1091245,5,1040002,0.527,,,,,0.527,,,,,,,,,5,1,0,0,,
2031,1091245,6,1041003,0.2028,,,,,0.2028,,,,,,,,,6,1,0,0,,
2032,1091245,7,1051005,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
2033,1091245,8,1060006,1.612,,,,,1.612,,,,,,,,,8,1,0,0,,
2034,1091245,9,1132001,3.224,,,,,3.224,,,,,,,,,9,1,0,0,,
2035,1091245,10,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,,,10,1,0,0,,
2036,1091245,11,1130001,0.864,,,,,0.864,,,,,,,,,11,1,0,0,,
2037,1091245,12,1131104,0.4,,,,,0.4,,,,,,,,,12,1,0,0,,
2038,1091245,13,1131110,0.2,,,,,0.2,,,,,,,,,13,1,0,0,,
2039,1091245,14,1129106,1.399,,,,ﾌﾞﾚｰｽ材,1.399,,,,ﾌﾞﾚｰｽ材,,,,,14,1,0,0,,
2040,1091245,15,1129106,0.2,,,,野縁受け繋ぎ材,0.2,,,,野縁受け繋ぎ材,,,,,15,1,0,0,,
2041,1091245,16,1133101,5.2,,,,,5.2,,,,,,,,,16,1,0,0,,
2042,1130001,1,1060001,1.612,,,,,1.612,,,,,,,,,1,1,0,0,,
2043,1130001,2,1132001,3.224,,,,,3.224,,,,,,,,,2,1,0,0,,
2044,1130001,3,1060002,-1.612,,,,,-1.612,,,,,,,,,3,1,0,0,,
2045,1130001,4,1132001,-3.224,,,,,-3.224,,,,,,,,,4,1,0,0,,
2046,1130002,1,1060003,1.612,,,,,1.612,,,,,,,,,1,1,0,0,,
2047,1130002,2,1132001,3.224,,,,,3.224,,,,,,,,,2,1,0,0,,
2048,1130002,3,1060002,-1.612,,,,,-1.612,,,,,,,,,3,1,0,0,,
2049,1130002,4,1132001,-3.224,,,,,-3.224,,,,,,,,,4,1,0,0,,
2050,1130101,1,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,502,502,1,1,0,0,,
2051,1130101,2,1130001,0.864,,,,,0.864,,,,,,,502,502,2,1,0,0,,
2052,1130102,1,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,502,502,1,1,0,0,,
2053,1130102,2,1130001,0.864,,,,,0.864,,,,,,,502,502,2,1,0,0,,
2054,1130102,3,1060003,1.612,,,,,1.612,,,,,,,,,3,1,0,0,,
2055,1130102,4,1132001,3.224,,,,,3.224,,,,,,,,,4,1,0,0,,
2056,1130102,5,1060002,-1.612,,,,,-1.612,,,,,,,,,5,1,0,0,,
2057,1130102,6,1132001,-3.224,,,,,-3.224,,,,,,,,,6,1,0,0,,
2058,1130103,1,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,502,502,1,1,0,0,,
2059,1130103,2,1130001,0.864,,,,,0.864,,,,,,,502,502,2,1,0,0,,
2060,1130103,3,1010002,0.259,4000,,,斜め補強材,0.259,4000,,,斜め補強材,,,502,502,3,1,0,0,,
2061,1130103,4,1131001,0.185,,,,,0.185,,,,,,,502,502,4,1,0,0,,
2062,1130103,5,1060004,1.612,,,,,1.612,,,,,,,,,5,1,0,0,,
2063,1130103,6,1132001,3.224,,,,,3.224,,,,,,,,,6,1,0,0,,
2064,1130103,7,1060002,-1.612,,,,,-1.612,,,,,,,,,7,1,0,0,,
2065,1130103,8,1132001,-3.224,,,,,-3.224,,,,,,,,,8,1,0,0,,
2066,1130104,1,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,502,502,1,1,0,0,,
2067,1130104,2,1130001,0.864,,,,,0.864,,,,,,,502,502,2,1,0,0,,
2068,1130104,3,1010002,0.259,4000,,,斜め補強材,0.259,4000,,,斜め補強材,,,502,502,3,1,0,0,,
2069,1130104,4,1131001,0.185,,,,,0.185,,,,,,,502,502,4,1,0,0,,
2070,1130104,5,1060005,1.612,,,,,1.612,,,,,,,,,5,1,0,0,,
2071,1130104,6,1132001,3.224,,,,,3.224,,,,,,,,,6,1,0,0,,
2072,1130104,7,1060002,-1.612,,,,,-1.612,,,,,,,,,7,1,0,0,,
2073,1130104,8,1132001,-3.224,,,,,-3.224,,,,,,,,,8,1,0,0,,
2074,1130105,1,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,502,502,1,1,0,0,,
2075,1130105,2,1130001,0.864,,,,,0.864,,,,,,,502,502,2,1,0,0,,
2076,1130105,3,1010002,0.259,4000,,,斜め補強材,0.259,4000,,,斜め補強材,,,502,502,3,1,0,0,,
2077,1130105,4,1131001,0.185,,,,,0.185,,,,,,,502,502,4,1,0,0,,
2078,1130105,5,1060006,1.612,,,,,1.612,,,,,,,,,5,1,0,0,,
2079,1130105,6,1132001,3.224,,,,,3.224,,,,,,,,,6,1,0,0,,
2080,1130105,7,1060002,-1.612,,,,,-1.612,,,,,,,,,7,1,0,0,,
2081,1130105,8,1132001,-3.224,,,,,-3.224,,,,,,,,,8,1,0,0,,
2082,1130106,1,1010002,0.805,4000,,,水平補強材,0.805,4000,,,水平補強材,,,502,502,1,1,0,0,,
2083,1130106,2,1130001,0.864,,,,,0.864,,,,,,,502,502,2,1,0,0,,
2084,1130106,3,1010002,0.259,4000,,,斜め補強材,0.259,4000,,,斜め補強材,,,502,502,3,1,0,0,,
2085,1130106,4,1131001,0.185,,,,,0.185,,,,,,,502,502,4,1,0,0,,
2086,1130106,5,1060003,1.612,,,,,1.612,,,,,,,,,5,1,0,0,,
2087,1130106,6,1060004,1.612,,,,,1.612,,,,,,,,,6,1,0,0,,
2088,1130106,7,1132001,3.224,,,,,3.224,,,,,,,,,7,1,0,0,,
2089,1130106,8,1132003,1.612,,,,,1.612,,,,,,,,,8,1,0,0,,
2090,1130106,9,1060002,-1.612,,,,,-1.612,,,,,,,,,9,1,0,0,,
2091,1130106,10,1132001,-3.224,,,,,-3.224,,,,,,,,,10,1,0,0,,
2092,1130107,1,1010002,1.61,4000,,,水平補強材,1.61,4000,,,水平補強材,,,,,1,1,0,0,,
2093,1130107,2,1130001,1.728,,,,,1.728,,,,,,,,,2,1,0,0,,
2094,1130107,3,1010002,0.518,4000,,,斜め補強材,0.518,4000,,,斜め補強材,,,,,3,1,0,0,,
2095,1130107,4,1131001,0.37,,,,,0.37,,,,,,,,,4,1,0,0,,
2096,1130107,5,1060003,1.612,,,,,1.612,,,,,,,,,5,1,0,0,,
2097,1130107,6,1060004,1.612,,,,,1.612,,,,,,,,,6,1,0,0,,
2098,1130107,7,1132001,3.224,,,,,3.224,,,,,,,,,7,1,0,0,,
2099,1130107,8,1132003,1.612,,,,,1.612,,,,,,,,,8,1,0,0,,
2100,1130107,9,1060002,-1.612,,,,,-1.612,,,,,,,,,9,1,0,0,,
2101,1130107,10,1132001,-3.224,,,,,-3.224,,,,,,,,,10,1,0,0,,
2102,1130108,1,1010002,1.61,4000,,,水平補強材,1.61,4000,,,水平補強材,,,,,1,1,0,0,,
2103,1130108,2,1130001,1.728,,,,,1.728,,,,,,,,,2,1,0,0,,
2104,1130108,3,1010002,0.518,4000,,,斜め補強材,0.518,4000,,,斜め補強材,,,,,3,1,0,0,,
2105,1130108,4,1131001,0.37,,,,,0.37,,,,,,,,,4,1,0,0,,
2106,1130108,5,1060004,3.224,,,,,3.224,,,,,,,,,5,1,0,0,,
2107,1130108,6,1132001,3.224,,,,,3.224,,,,,,,,,6,1,0,0,,
2108,1130108,7,1132003,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
2109,1130108,8,1060002,-1.612,,,,,-1.612,,,,,,,,,8,1,0,0,,
2110,1130108,9,1132001,-3.224,,,,,-3.224,,,,,,,,,9,1,0,0,,
2111,1130109,1,1010002,1.61,4000,,,水平補強材,1.61,4000,,,水平補強材,,,,,1,1,0,0,,
2112,1130109,2,1130001,1.728,,,,,1.728,,,,,,,,,2,1,0,0,,
2113,1130109,3,1010002,0.518,4000,,,斜め補強材,0.518,4000,,,斜め補強材,,,,,3,1,0,0,,
2114,1130109,4,1131001,0.37,,,,,0.37,,,,,,,,,4,1,0,0,,
2115,1130109,5,1060004,1.612,,,,,1.612,,,,,,,,,5,1,0,0,,
2116,1130109,6,1060006,1.612,,,,,1.612,,,,,,,,,6,1,0,0,,
2117,1130109,7,1132001,3.224,,,,,3.224,,,,,,,,,7,1,0,0,,
2118,1130109,8,1060002,-1.612,,,,,-1.612,,,,,,,,,8,1,0,0,,
2119,1130109,9,1132001,-3.224,,,,,-3.224,,,,,,,,,9,1,0,0,,
2120,1130110,1,1010002,1.61,4000,,,水平補強材,1.61,4000,,,水平補強材,,,,,1,1,0,0,,
2121,1130110,2,1130001,1.728,,,,,1.728,,,,,,,,,2,1,0,0,,
2122,1130110,3,1010002,0.518,4000,,,斜め補強材,0.518,4000,,,斜め補強材,,,,,3,1,0,0,,
2123,1130110,4,1131001,0.37,,,,,0.37,,,,,,,,,4,1,0,0,,
2124,1130110,5,1060006,3.224,,,,,3.224,,,,,,,,,5,1,0,0,,
2125,1130110,6,1132001,3.224,,,,,3.224,,,,,,,,,6,1,0,0,,
2126,1130110,7,1132003,1.612,,,,,1.612,,,,,,,,,7,1,0,0,,
2127,1130110,8,1060002,-1.612,,,,,-1.612,,,,,,,,,8,1,0,0,,
2128,1130110,9,1132001,-3.224,,,,,-3.224,,,,,,,,,9,1,0,0,,
2129,1130003,1,1010002,0.259,4000,,,斜め補強材,0.259,4000,,,斜め補強材,,,502,502,1,1,0,0,,
2130,1130003,2,1131001,0.185,,,,,0.185,,,,,,,502,502,2,1,0,0,,
2131,1120001,1,1010003,0.93,5000,,,,0.93,5000,,,,,,,,1,1,0,0,,
2132,1120001,2,1020001,1.11,5000,,,,1.11,5000,,,,,,,,2,1,0,0,,
2133,1120001,3,1030003,2.96,,,,,2.96,,,,,,,,,3,1,0,0,,
2134,1120001,4,1050003,0.74,,,,,0.74,,,,,,,,,4,1,0,0,,
2135,1120001,5,1060002,0.74,,,,,0.74,,,,,,,,,5,1,0,0,,
2136,1120001,6,1132001,1.48,,,,,1.48,,,,,,,,,6,1,0,0,,
2137,1120101,1,1010003,3,5000,,,,3,5000,,,,,,,,1,1,0,0,,
2138,1120101,2,1020001,3,5000,,,,3,5000,,,,,,,,2,1,0,0,,
2139,1120101,3,1030003,10,,,,,10,,,,,,,,,3,1,0,0,,
2140,1120102,1,1010003,3,5000,,,,3,5000,,,,,,,,1,1,0,0,,
2141,1120102,2,1020001,3,5000,,,,3,5000,,,,,,,,2,1,0,0,,
2142,1120102,3,1030003,10,,,,,10,,,,,,,,,3,1,0,0,,
2143,1120102,4,1031003,2,,,,,2,,,,,,,,,4,1,0,0,,
2144,1120102,5,1050003,2,,,,,2,,,,,,,,,5,1,0,0,,
2145,1120102,6,1060002,2,,,,,2,,,,,,,,,6,1,0,0,,
2146,1120102,7,1132001,4,,,,,4,,,,,,,,,7,1,0,0,,
2147,1120103,1,1010003,4,5000,,,,4,5000,,,,,,,,1,1,0,0,,
2148,1120103,2,1020001,4,5000,,,,4,5000,,,,,,,,2,1,0,0,,
2149,1120103,3,1030003,12,,,,,12,,,,,,,,,3,1,0,0,,
2150,1120103,4,1031003,2,,,,,2,,,,,,,,,4,1,0,0,,
2151,1120103,5,1050003,2,,,,,2,,,,,,,,,5,1,0,0,,
2152,1120103,6,1060002,2,,,,,2,,,,,,,,,6,1,0,0,,
2153,1120103,7,1132001,4,,,,,4,,,,,,,,,7,1,0,0,,
2154,1120104,1,1010003,2,5000,,,,2,5000,,,,,,,,1,1,0,0,,
2155,1120104,2,1020001,4,5000,,,,4,5000,,,,,,,,2,1,0,0,,
2156,1120104,3,1030003,8,,,,,8,,,,,,,,,3,1,0,0,,
2157,1120104,4,1050003,2,,,,,2,,,,,,,,,4,1,0,0,,
2158,1120104,5,1060002,2,,,,,2,,,,,,,,,5,1,0,0,,
2159,1120104,6,1132001,4,,,,,4,,,,,,,,,6,1,0,0,,
2160,1140001,1,1010003,0.541,5000,,,,0.541,5000,,,,,,,,1,1,0,0,,
2161,1140001,2,1020002,2.182,5000,,,2列,2.182,5000,,,2列,,,,,2,1,0,0,,
2162,1140001,3,1031003,3.332,,,,,3.332,,,,,,,,,3,1,0,0,,
2163,1140002,1,1010003,0.827,5000,,,,0.827,5000,,,,,,,,1,1,0,0,,
2164,1140002,2,1020002,2.182,5000,,,2列,2.182,5000,,,2列,,,,,2,1,0,0,,
2165,1140002,3,1031003,3.332,,,,,3.332,,,,,,,,,3,1,0,0,,
2166,1140003,1,1010003,1.114,5000,,,,1.114,5000,,,,,,,,1,1,0,0,,
2167,1140003,2,1020001,1.091,5000,,,1列,1.091,5000,,,1列,,,,,2,1,0,0,,
2168,1140003,3,1020002,2.182,5000,,,2列,2.182,5000,,,2列,,,,,3,1,0,0,,
2169,1140003,4,1030003,1.666,,,,,1.666,,,,,,,,,4,1,0,0,,
2170,1140003,5,1031003,3.332,,,,,3.332,,,,,,,,,5,1,0,0,,
2171,1140004,1,1010003,1.4,5000,,,,1.4,5000,,,,,,,,1,1,0,0,,
2172,1140004,2,1020001,1.091,5000,,,1列,1.091,5000,,,1列,,,,,2,1,0,0,,
2173,1140004,3,1020002,2.182,5000,,,2列,2.182,5000,,,2列,,,,,3,1,0,0,,
2174,1140004,4,1030003,1.666,,,,,1.666,,,,,,,,,4,1,0,0,,
2175,1140004,5,1031003,3.332,,,,,3.332,,,,,,,,,5,1,0,0,,
2176,1140005,1,1010003,1.973,5000,,,,1.973,5000,,,,,,,,1,1,0,0,,
2177,1140005,2,1020001,2.182,5000,,,2列,2.182,5000,,,2列,,,,,2,1,0,0,,
2178,1140005,3,1020002,2.182,5000,,,2列,2.182,5000,,,2列,,,,,3,1,0,0,,
2179,1140005,4,1030003,3.332,,,,,3.332,,,,,,,,,4,1,0,0,,
2180,1140005,5,1031003,3.332,,,,,3.332,,,,,,,,,5,1,0,0,,
2181,1140006,1,1010003,2.546,5000,,,,2.546,5000,,,,,,,,1,1,0,0,,
2182,1140006,2,1020001,2.182,5000,,,2列,2.182,5000,,,2列,,,,,2,1,0,0,,
2183,1140006,3,1020002,3.273,5000,,,3列,3.273,5000,,,3列,,,,,3,1,0,0,,
2184,1140006,4,1030003,3.332,,,,,3.332,,,,,,,,,4,1,0,0,,
2185,1140006,5,1031003,4.998,,,,,4.998,,,,,,,,,5,1,0,0,,
2186,1140011,1,1010003,3.6067,5000,,,,3.6067,5000,,,,,,,,1,1,0,0,,
2187,1140011,2,1020002,14.546,5000,,,,14.546,5000,,,,,,,,2,1,0,0,,
2188,1140011,3,1031003,22.213,,,,,22.213,,,,,,,,,3,1,0,0,,
2189,1140012,1,1010003,2.7567,5000,,,,2.7567,5000,,,,,,,,1,1,0,0,,
2190,1140012,2,1020002,7.2733,5000,,,,7.2733,5000,,,,,,,,2,1,0,0,,
2191,1140012,3,1031003,11.106,,,,,11.106,,,,,,,,,3,1,0,0,,
2192,1140013,1,1010003,2.4755,5000,,,,2.4755,5000,,,,,,,,1,1,0,0,,
2193,1140013,2,1020001,2.4244,5000,,,,2.4244,5000,,,,,,,,2,1,0,0,,
2194,1140013,3,1020002,4.8488,5000,,,,4.8488,5000,,,,,,,,3,1,0,0,,
2195,1140013,4,1030003,3.7022,,,,,3.7022,,,,,,,,,4,1,0,0,,
2196,1140013,5,1031003,7.4044,,,,,7.4044,,,,,,,,,5,1,0,0,,
2197,1140014,1,1010003,2.3333,5000,,,,2.3333,5000,,,,,,,,1,1,0,0,,
2198,1140014,2,1020001,1.8183,5000,,,,1.8183,5000,,,,,,,,2,1,0,0,,
2199,1140014,3,1020002,3.6366,5000,,,,3.6366,5000,,,,,,,,3,1,0,0,,
2200,1140014,4,1030003,2.7766,,,,,2.7766,,,,,,,,,4,1,0,0,,
2201,1140014,5,1031003,5.5533,,,,,5.5533,,,,,,,,,5,1,0,0,,
2202,1140015,1,1010003,2.1922,5000,,,,2.1922,5000,,,,,,,,1,1,0,0,,
2203,1140015,2,1020001,2.4244,5000,,,,2.4244,5000,,,,,,,,2,1,0,0,,
2204,1140015,3,1020002,2.4244,5000,,,,2.4244,5000,,,,,,,,3,1,0,0,,
2205,1140015,4,1030003,3.7022,,,,,3.7022,,,,,,,,,4,1,0,0,,
2206,1140015,5,1031003,3.7022,,,,,3.7022,,,,,,,,,5,1,0,0,,
2207,1140016,1,1010003,2.1217,5000,,,,2.1217,5000,,,,,,,,1,1,0,0,,
2208,1140016,2,1020001,1.8183,5000,,,,1.8183,5000,,,,,,,,2,1,0,0,,
2209,1140016,3,1020002,2.7275,5000,,,,2.7275,5000,,,,,,,,3,1,0,0,,
2210,1140016,4,1030003,2.7766,,,,,2.7766,,,,,,,,,4,1,0,0,,
2211,1140016,5,1031003,4.165,,,,,4.165,,,,,,,,,5,1,0,0,,
2212,1141101,1,1080004,0.898,,,,,0.898,,,,,,,,,1,1,0,0,,
2213,1141101,2,1100004,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2214,1141101,3,1079006,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2215,1141102,1,1080004,1.437,,,,,1.437,,,,,,,,,1,1,0,0,,
2216,1141102,2,1100004,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2217,1141102,3,1079006,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2218,1141103,1,1080004,1.976,,,,,1.976,,,,,,,,,1,1,0,0,,
2219,1141103,2,1100004,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2220,1141103,3,1079006,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2221,1141104,1,1080004,2.515,,,,,2.515,,,,,,,,,1,1,0,0,,
2222,1141104,2,1100004,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2223,1141104,3,1079006,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2224,1141105,1,1080004,3.593,,,,,3.593,,,,,,,,,1,1,0,0,,
2225,1141105,2,1100004,10.779,,,,,10.779,,,,,,,,,2,1,0,0,,
2226,1141105,3,1079006,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2227,1141106,1,1080004,4.671,,,,,4.671,,,,,,,,,1,1,0,0,,
2228,1141106,2,1100004,10.779,,,,,10.779,,,,,,,,,2,1,0,0,,
2229,1141106,3,1079006,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2230,1141111,1,1080004,5.986,,,,,5.986,,,,,,,,,1,1,0,0,,
2231,1141111,2,1100004,47.906,,,,,47.906,,,,,,,,,2,1,0,0,,
2232,1141111,3,1079006,14.666,4000,,,,14.666,4000,,,,,,,,3,1,0,0,,
2233,1141112,1,1080004,4.79,,,,,4.79,,,,,,,,,1,1,0,0,,
2234,1141112,2,1100004,23.953,,,,,23.953,,,,,,,,,2,1,0,0,,
2235,1141112,3,1079006,7.333,4000,,,,7.333,4000,,,,,,,,3,1,0,0,,
2236,1141113,1,1080004,4.391,,,,,4.391,,,,,,,,,1,1,0,0,,
2237,1141113,2,1100004,15.968,,,,,15.968,,,,,,,,,2,1,0,0,,
2238,1141113,3,1079006,4.888,4000,,,,4.888,4000,,,,,,,,3,1,0,0,,
2239,1141114,1,1080004,4.191,,,,,4.191,,,,,,,,,1,1,0,0,,
2240,1141114,2,1100004,11.976,,,,,11.976,,,,,,,,,2,1,0,0,,
2241,1141114,3,1079006,3.666,4000,,,,3.666,4000,,,,,,,,3,1,0,0,,
2242,1141115,1,1080004,3.992,,,,,3.992,,,,,,,,,1,1,0,0,,
2243,1141115,2,1100004,11.976,,,,,11.976,,,,,,,,,2,1,0,0,,
2244,1141115,3,1079006,2.444,4000,,,,2.444,4000,,,,,,,,3,1,0,0,,
2245,1141116,1,1080004,3.892,,,,,3.892,,,,,,,,,1,1,0,0,,
2246,1141116,2,1100004,8.982,,,,,8.982,,,,,,,,,2,1,0,0,,
2247,1141116,3,1079006,1.833,4000,,,,1.833,4000,,,,,,,,3,1,0,0,,
2248,1141201,1,1080007,0.898,,,,,0.898,,,,,,,,,1,1,0,0,,
2249,1141201,2,1100007,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2250,1141201,3,1079009,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2251,1141202,1,1080007,1.437,,,,,1.437,,,,,,,,,1,1,0,0,,
2252,1141202,2,1100007,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2253,1141202,3,1079009,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2254,1141203,1,1080007,1.976,,,,,1.976,,,,,,,,,1,1,0,0,,
2255,1141203,2,1100007,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2256,1141203,3,1079009,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2257,1141204,1,1080007,2.515,,,,,2.515,,,,,,,,,1,1,0,0,,
2258,1141204,2,1100007,7.186,,,,,7.186,,,,,,,,,2,1,0,0,,
2259,1141204,3,1079009,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2260,1141205,1,1080007,3.593,,,,,3.593,,,,,,,,,1,1,0,0,,
2261,1141205,2,1100007,10.779,,,,,10.779,,,,,,,,,2,1,0,0,,
2262,1141205,3,1079009,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2263,1141206,1,1080007,4.671,,,,,4.671,,,,,,,,,1,1,0,0,,
2264,1141206,2,1100007,10.779,,,,,10.779,,,,,,,,,2,1,0,0,,
2265,1141206,3,1079009,2.2,4000,,,,2.2,4000,,,,,,,,3,1,0,0,,
2266,1141211,1,1080007,5.986,,,,,5.986,,,,,,,,,1,1,0,0,,
2267,1141211,2,1100007,47.906,,,,,47.906,,,,,,,,,2,1,0,0,,
2268,1141211,3,1079009,14.666,4000,,,,14.666,4000,,,,,,,,3,1,0,0,,
2269,1141212,1,1080007,4.79,,,,,4.79,,,,,,,,,1,1,0,0,,
2270,1141212,2,1100007,23.953,,,,,23.953,,,,,,,,,2,1,0,0,,
2271,1141212,3,1079009,7.333,4000,,,,7.333,4000,,,,,,,,3,1,0,0,,
2272,1141213,1,1080007,4.391,,,,,4.391,,,,,,,,,1,1,0,0,,
2273,1141213,2,1100007,15.968,,,,,15.968,,,,,,,,,2,1,0,0,,
2274,1141213,3,1079009,4.888,4000,,,,4.888,4000,,,,,,,,3,1,0,0,,
2275,1141214,1,1080007,4.191,,,,,4.191,,,,,,,,,1,1,0,0,,
2276,1141214,2,1100007,11.976,,,,,11.976,,,,,,,,,2,1,0,0,,
2277,1141214,3,1079009,3.666,4000,,,,3.666,4000,,,,,,,,3,1,0,0,,
