AdQuoNo,DetailType,DetailNo,Type,PartName,MaterialName,SpecName1,SpecName2,No,FirstName,StandDimen,MakerName,MakerNameOrg,Unit,UnitOrg,Quantity,UnitPrice,UnitPriceOrg,Amount,Note,LaborOuts,MaterUnitPrice,LaborUnitPrice,OutsUnitPrice,MaterCostTotal,LaborCostTotal,OutsCostTotal,MaterUnitPriceOrg,LaborUnitPriceOrg,OutsUnitPriceOrg,MaterUPChangeFlag,LaborUPChangeFlag,OutsUPChangeFlag,FirstNameChangeFlag,StandChangeFlag,UnitPriceChangeFlag,AmountChangeFlag,MakerChangeFlag,UnitChangeFlag,SpecCode1,SpecCode2,ReadFlag,M_EstUP1,M_MaterUP1,M_LaborUP1,M_OutsUP1,M_EstUP2,M_MaterUP2,M_LaborUP2,M_OutsUP2,MaterScaleFactor,LaborAmountTotal,OutsAmountTotal,OpenUPOrg,MaterOpenUPOrg,LaborOpenUPOrg,OutsOpenUPOrg,OutsCost,MaterCost,LiftingCost,LaborCost,SiteExpense,ReadDataKey
3,1,120,,,,,,0,,図A-2252準,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,121,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=65,,1,軽鉄壁下地開口補強,65形用,,,ｍ,M,835,"1,050","1,050","876,750",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,483,250,950,"403,305","208,750","793,250",483,250,950,0,0,0,1,1,0,0,0,1,2130006,,1,"1,050",483,250,950,,,,,1,,,0,0,0,0,,"403,305","17,535","208,750","17,535",
3,1,122,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=100,,2,軽鉄壁下地開口補強,100形用,,,ｍ,M,41.6,"1,300","1,300","54,080",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,620,290,"1,170","25,792","12,064","48,672",620,290,"1,170",0,0,0,1,1,0,0,0,1,2130009,,1,"1,300",620,290,"1,170",,,,,1,,,0,0,0,0,,"25,792","1,082","12,064","1,082",
3,1,123,,,,,,3,薄型二重壁工法,Wﾊﾞｰ 50×19 @450 ALC面,,,m2,,27,,,,4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,1,124,,,,,,0,,K-ﾜﾝ工法同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,125,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 C-100×45×15,,1,壁 軽鉄壁下地,C-100×50×20×2.3 @450,,,ｍ,M,72.2,880,"1,750","63,536",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,448,160,790,"32,346","11,552","57,038",896,320,"1,580",2,2,2,1,1,2,0,0,1,2130105,,1,"1,750",896,320,"1,580",,,,,1,,,880,448,160,790,,"32,346","1,271","11,552","1,271",
3,1,126,,,,,,0,,(屋根軒先),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,127,,,,,,0,,図A-1284,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,128,,,,,,1,＜間仕切＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,129,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=65 @455,,2,軽鉄壁下地,t=65 JIS規格 @450,,,m2,㎡,353,"2,100","2,100","741,300",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,146",420,"1,890","404,538","148,260","667,170","1,146",420,"1,890",0,0,0,1,1,0,0,0,1,2010106,,1,"2,100","1,146",420,"1,890",,,,,1,,,0,0,0,0,,"404,538","14,826","148,260","14,826",
3,1,130,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,131,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=100 @455,,1,軽鉄壁下地,t=100 JIS規格 @450,,,m2,㎡,2318,"2,400","2,400","5,563,200",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,350",440,"2,160","3,129,300","1,019,920","5,006,880","1,350",440,"2,160",0,0,0,1,1,0,0,0,1,2010109,,1,"2,400","1,350",440,"2,160",,,,,1,,,0,0,0,0,,"3,129,300","111,264","1,019,920","111,264",
3,1,132,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,133,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=100 @455,,1,軽鉄壁下地,t=100 JIS規格 @450,,,m2,㎡,3829,"2,400","2,400","9,189,600",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,350",440,"2,160","5,169,150","1,684,760","8,270,640","1,350",440,"2,160",0,0,0,1,1,0,0,0,1,2010109,,1,"2,400","1,350",440,"2,160",,,,,1,,,0,0,0,0,,"5,169,150","183,792","1,684,760","183,792",
3,1,134,,,,,,0,,補強材:2□-100×100×3.2 @3600,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,135,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,136,,,,,,0,,(5.0＜H≦7.0m),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,137,,,,,,0,,図A-2252準,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,138,B 軽鉄下地 (壁),曲面壁,JIS材,曲面壁 軽鉄下地 W=100 @225 R=2250,,1,軽鉄壁下地,t=100 JIS規格 @450,,,m2,㎡,71.1,"7,700","7,700","547,470",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"3,631",770,"6,930","258,164","54,747","492,723","3,631",770,"6,930",0,0,0,1,1,0,0,0,1,2040109,,1,"7,700","3,631",770,"6,930",,,,,1,,,0,0,0,0,,"258,164","10,949","54,747","10,949",
3,1,139,,,,,,0,,補強材:2□-100×100×3.2 @3600,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,140,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,141,,,,,,0,,(曲面加工),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,142,,,,,,0,,(5.0＜H≦7.0m),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,143,,,,,,0,,図A-2252準,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,144,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=65,壁 開口補強 C-60×30×10,1,軽鉄壁下地 開口部補強,LGS65形用,,,ｍ,M,120,"2,300","2,300","276,000",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,073",530,"2,080","128,760","63,600","249,600","1,073",530,"2,080",0,0,0,1,1,0,0,0,1,2130006,2130101,1,"1,050",483,250,950,"1,250",590,280,"1,130",1,,,0,0,0,0,,"128,760","5,520","63,600","5,520",
3,1,145,,,,,,0,,C-60×30×10×2.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,146,,,,,,0,,図A-1352C/10,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,147,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=100,壁 開口補強 C-75×45×15,1,軽鉄壁下地 開口部補強,LGS100形用,,,ｍ,M,1110,"2,800","2,800","3,108,000",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,377",580,"2,520","1,528,470","643,800","2,797,200","1,377",580,"2,520",0,0,0,1,1,0,0,0,1,2130009,2130103,1,"1,300",620,290,"1,170","1,500",757,290,"1,350",1,,,0,0,0,0,,"1,528,470","62,160","643,800","62,160",
3,1,148,,,,,,0,,2C-75ｘ45ｘ15ｘ2.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,149,,,,,,0,,図A-1352C/10,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,150,,,,,,1,＜天井＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,151,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @364,ﾌﾄｺﾛ H=1500以下,2,天井 軽鉄天井下地,19形 捨張,,,m2,㎡,21.9,"1,390","1,390","30,441",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,601,420,"1,260","13,162","9,198","27,594",601,420,"1,260",0,0,0,1,1,0,0,0,1,1010001,1130002,1,"1,250",534,400,"1,130",140,67,20,130,1,,,0,0,0,0,,"13,162",609,"9,198",609,
3,1,152,,,,,,0,,(岩綿吸音板t9+PBt9.5) @360,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,153,,,,,,0,,ﾌﾄｺﾛ 1.0≦H≦1.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,154,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @364,ﾌﾄｺﾛ H=3000以下 (水平補強),1,天井 軽鉄天井下地,19形 捨張,,,m2,㎡,30.9,"2,750","2,750","84,975",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,274",590,"2,480","39,367","18,231","76,632","1,274",590,"2,480",0,0,0,1,1,0,0,0,1,1010001,1130105,1,"1,250",534,400,"1,130","1,500",740,190,"1,350",1,,,0,0,0,0,,"39,367","1,700","18,231","1,700",
3,1,155,,,,,,0,,(岩綿吸音板t9+PBt9.5) @360,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,156,,,,,,0,,ﾌﾄｺﾛ 2.5≦H≦3.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,157,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,158,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=1500以下,1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,4.7,"1,640","1,640","7,708",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,762,450,"1,480","3,581","2,115","6,956",762,450,"1,480",0,0,0,1,1,0,0,0,1,1010004,1130002,1,"1,500",695,430,"1,350",140,67,20,130,1,,,0,0,0,0,,"3,581",154,"2,115",154,
3,1,159,,,,,,0,,ﾌﾄｺﾛ H≦1.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,160,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=2500以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,3.9,"2,850","2,850","11,115",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,350",610,"2,570","5,265","2,379","10,023","1,350",610,"2,570",0,0,0,1,1,0,0,0,1,1010004,1130104,1,"1,500",695,430,"1,350","1,350",655,180,"1,220",1,,,0,0,0,0,,"5,265",222,"2,379",222,
3,1,161,,,,,,0,,ﾌﾄｺﾛ 2.0≦H<2.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,162,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,163,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=3000以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,16.9,"3,000","3,000","50,700",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,435",620,"2,700","24,252","10,478","45,630","1,435",620,"2,700",0,0,0,1,1,0,0,0,1,1010004,1130105,1,"1,500",695,430,"1,350","1,500",740,190,"1,350",1,,,0,0,0,0,,"24,252","1,014","10,478","1,014",
3,1,164,,,,,,0,,ﾌﾄｺﾛ 2.5≦H<3.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,165,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,166,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=3500以下 (水平補強2段),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,24.1,"3,850","3,850","92,785",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,751",810,"3,470","42,199","19,521","83,627","1,751",810,"3,470",0,0,0,1,1,0,0,0,1,1010004,1130107,1,"1,500",695,430,"1,350","2,350","1,056",380,"2,120",1,,,0,0,0,0,,"42,199","1,856","19,521","1,856",
3,1,167,,,,,,0,,ﾌﾄｺﾛ 3.0≦H<3.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,168,,,,,,0,,振止2段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,169,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=4000以下 (水平補強2段),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,2.5,"4,000","4,000","10,000",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,820",860,"3,600","4,550","2,150","9,000","1,820",860,"3,600",0,0,0,1,1,0,0,0,1,1010004,1130108,1,"1,500",695,430,"1,350","2,500","1,125",430,"2,250",1,,,0,0,0,0,,"4,550",200,"2,150",200,
3,1,170,,,,,,0,,ﾌﾄｺﾛ 3.5≦H<4.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,171,,,,,,0,,振止2段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,172,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,φ=220,,,か所,M,4836,920,"1,050","4,449,120",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,231,220,840,"1,117,116","1,063,920","4,062,240",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,920,231,220,840,,"1,117,116","88,982","1,063,920","88,982",
3,1,173,,,,,,0,,(電気設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,174,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 1250×150,,,か所,M,907,"2,940","1,050","2,666,580",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,734,700,"2,660","665,738","634,900","2,412,620",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"2,940",734,700,"2,660",,"665,738","53,332","634,900","53,332",
3,1,175,,,,,,0,,(電気設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,176,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 1250×220,,,か所,M,1209,"3,090","1,050","3,735,810",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,770,740,"2,790","930,930","894,660","3,373,110",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"3,090",770,740,"2,790",,"930,930","74,716","894,660","74,716",
3,1,177,,,,,,0,,(電気設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,178,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 300×300,,,か所,M,168,"1,260","1,050","211,680",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,314,300,"1,140","52,752","50,400","191,520",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"1,260",314,300,"1,140",,"52,752","4,234","50,400","4,234",
3,1,179,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,180,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 400×400,,,か所,M,202,"1,680","1,050","339,360",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,419,400,"1,520","84,638","80,800","307,040",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"1,680",419,400,"1,520",,"84,638","6,787","80,800","6,787",
3,1,181,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,182,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 500×500,,,か所,M,234,"2,100","1,050","491,400",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,524,500,"1,900","122,616","117,000","444,600",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"2,100",524,500,"1,900",,"122,616","9,828","117,000","9,828",
3,1,183,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,184,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 600×600,,1,軽鉄天井下地開口補強,19形 600×600,,,か所,ｹ所,6,"2,850","2,850","17,100",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,785,600,"2,570","4,710","3,600","15,420",785,600,"2,570",0,0,0,1,1,0,0,0,1,1120102,,1,"2,850",785,600,"2,570",,,,,1,,,0,0,0,0,,"4,710",342,"3,600",342,
3,1,185,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,186,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 700×700,,,か所,M,56,"2,940","1,050","164,640",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,734,700,"2,660","41,104","39,200","148,960",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"2,940",734,700,"2,660",,"41,104","3,293","39,200","3,293",
3,1,187,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,188,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 800×800,,,か所,M,4,"3,360","1,050","13,440",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,838,800,"3,040","3,352","3,200","12,160",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"3,360",838,800,"3,040",,"3,352",269,"3,200",269,
3,1,189,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,190,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 900×900,,,か所,M,8,"3,360","1,050","26,880",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,838,800,"3,040","6,704","6,400","24,320",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"3,360",838,800,"3,040",,"6,704",538,"6,400",538,
3,1,191,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,192,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 1000×1000,,,か所,M,40,"4,200","1,050","168,000",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,048","1,000","3,800","41,920","40,000","152,000",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"4,200","1,048","1,000","3,800",,"41,920","3,360","40,000","3,360",
3,1,193,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,194,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 1100×300,,,か所,M,118,"2,940","1,050","346,920",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,734,700,"2,660","86,612","82,600","313,880",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"2,940",734,700,"2,660",,"86,612","6,938","82,600","6,938",
3,1,195,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,196,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 2100×300,,,か所,M,520,"5,040","1,050","2,620,800",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,258","1,200","4,560","654,160","624,000","2,371,200",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"5,040","1,258","1,200","4,560",,"654,160","52,416","624,000","52,416",
3,1,197,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,198,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 2100×600,,,か所,M,254,"5,670","1,050","1,440,180",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,415","1,350","5,130","359,410","342,900","1,303,020",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"5,670","1,415","1,350","5,130",,"359,410","28,804","342,900","28,804",
3,1,199,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,200,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 2200×1200,,,か所,M,2,"7,140","1,050","14,280",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,782","1,700","6,460","3,564","3,400","12,920",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"7,140","1,782","1,700","6,460",,"3,564",286,"3,400",286,
3,1,201,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,202,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 3000×2000,,,か所,M,100,"10,500","1,050","1,050,000",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"2,620","2,500","9,500","262,000","250,000","950,000",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"10,500","2,620","2,500","9,500",,"262,000","21,000","250,000","21,000",
3,1,203,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,204,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 3100×300,,,か所,M,108,"7,140","1,050","771,120",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,782","1,700","6,460","192,456","183,600","697,680",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"7,140","1,782","1,700","6,460",,"192,456","15,422","183,600","15,422",
3,1,205,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,206,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 5100×300,,,か所,M,22,"11,340","1,050","249,480",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"2,830","2,700","10,260","62,260","59,400","225,720",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"11,340","2,830","2,700","10,260",,"62,260","4,990","59,400","4,990",
3,1,207,,,,,,0,,(機械設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,208,,,,,,1,【工区⑤　≪改修エリア≫】,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,209,,,,,,2,≪官庁専有部≫,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,210,,,,,,3,（内部）,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
