AdQuoNo,DetailType,DetailNo,Type,PartName,MaterialName,SpecName1,SpecName2,No,FirstName,StandDimen,MakerName,MakerNameOrg,Unit,UnitOrg,Quantity,UnitPrice,UnitPriceOrg,Amount,Note,LaborOuts,MaterUnitPrice,LaborUnitPrice,OutsUnitPrice,MaterCostTotal,LaborCostTotal,OutsCostTotal,MaterUnitPriceOrg,LaborUnitPriceOrg,OutsUnitPriceOrg,MaterUPChangeFlag,LaborUPChangeFlag,OutsUPChangeFlag,FirstNameChangeFlag,StandChangeFlag,UnitPriceChangeFlag,AmountChangeFlag,MakerChangeFlag,UnitChangeFlag,SpecCode1,SpecCode2,ReadFlag,M_EstUP1,M_MaterUP1,M_LaborUP1,M_OutsUP1,M_EstUP2,M_MaterUP2,M_LaborUP2,M_OutsUP2,MaterScaleFactor,LaborAmountTotal,OutsAmountTotal,OpenUPOrg,MaterOpenUPOrg,LaborOpenUPOrg,OutsOpenUPOrg,OutsCost,MaterCost,LiftingCost,LaborCost,SiteExpense,ReadDataKey
3,1,39,B 軽鉄下地 (壁),壁,一般材,壁 軽鉄下地 W=100 @455,,1,壁 軽鉄壁下地,100形 下地張りあり @450,,,m2,㎡,29.7,"1,850","1,850","54,945",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,961,420,"1,670","28,542","12,474","49,599",961,420,"1,670",0,0,0,1,1,0,0,0,1,2010109,,1,"1,850",961,420,"1,670",,,,,1,,,0,0,0,0,,"28,542","1,099","12,474","1,099",
3,1,40,,,,,,0,,補強材:2□-100×100×3.2 @3600,,,m2,M,29.7,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,0,
3,1,41,,,,,,0,,(5.0＜H≦7.0m),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,42,,,,,,0,,図A-2252準,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,43,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=65,,1,軽鉄壁下地開口補強,65形用,,,ｍ,M,133,"1,050","1,050","139,650",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,483,250,950,"64,239","33,250","126,350",483,250,950,0,0,0,1,1,0,0,0,1,2130006,,1,"1,050",483,250,950,,,,,1,,,0,0,0,0,,"64,239","2,793","33,250","2,793",
3,1,44,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=100,,2,軽鉄壁下地開口補強,100形用,,,ｍ,M,127,"1,300","1,300","165,100",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,620,290,"1,170","78,740","36,830","148,590",620,290,"1,170",0,0,0,1,1,0,0,0,1,2130009,,1,"1,300",620,290,"1,170",,,,,1,,,0,0,0,0,,"78,740","3,302","36,830","3,302",
3,1,45,B 軽鉄下地 (壁),ﾌｶｼ壁,一般材,ﾌｶｼ壁 軽鉄下地 Mﾊﾞｰ W=19 @455,,3,薄型二重壁工法,Wﾊﾞｰ 50×19 @450 ALC面,,,m2,㎡,227,"1,650","1,650","374,550",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,529,590,"1,490","120,083","133,930","338,230",529,590,"1,490",0,0,0,1,1,0,0,0,1,2030101,,1,"1,650",529,590,"1,490",,,,,1,,,0,0,0,0,,"120,083","7,491","133,930","7,491",
3,1,46,,,,,,0,,K-ﾜﾝ工法同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,47,,,,,,1,設備機器ﾗｲﾆﾝｸﾞ壁下地,C-100×50×20×2.3 @450,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,48,,,,,,0,,図A-3451/K1-6～8,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,49,,,,,,1,＜間仕切＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,50,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=65 @455,,2,軽鉄壁下地,t=65 JIS規格 @450,,,m2,㎡,7.2,"2,100","2,100","15,120",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,146",420,"1,890","8,251","3,024","13,608","1,146",420,"1,890",0,0,0,1,1,0,0,0,1,2010106,,1,"2,100","1,146",420,"1,890",,,,,1,,,0,0,0,0,,"8,251",302,"3,024",302,
3,1,51,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,52,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=100 @455,,1,軽鉄壁下地,t=100 JIS規格 @450,,,m2,㎡,586,"2,400","2,400","1,406,400",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,350",440,"2,160","791,100","257,840","1,265,760","1,350",440,"2,160",0,0,0,1,1,0,0,0,1,2010109,,1,"2,400","1,350",440,"2,160",,,,,1,,,0,0,0,0,,"791,100","28,128","257,840","28,128",
3,1,53,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,54,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=100 @455,,1,軽鉄壁下地,t=100 JIS規格 @450,,,m2,㎡,4903,"2,400","2,400","11,767,200",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,350",440,"2,160","6,619,050","2,157,320","10,590,480","1,350",440,"2,160",0,0,0,1,1,0,0,0,1,2010109,,1,"2,400","1,350",440,"2,160",,,,,1,,,0,0,0,0,,"6,619,050","235,344","2,157,320","235,344",
3,1,55,,,,,,0,,補強材:2□-100×100×3.2 @3600,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,56,,,,,,0,,ｽｳｪｰ工法,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,57,,,,,,0,,(5.0＜H≦7.0m),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,58,,,,,,0,,図A-2252準,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,59,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=65,壁 開口補強 C-65×30×10,1,軽鉄壁下地 開口部補強,LGS65形用,,,ｍ,M,8.4,"2,350","2,350","19,740",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,096",530,"2,120","9,206","4,452","17,808","1,096",530,"2,120",0,0,0,1,1,0,0,0,1,2130006,2130102,1,"1,050",483,250,950,"1,300",613,280,"1,170",1,,,0,0,0,0,,"9,206",395,"4,452",395,
3,1,60,,,,,,0,,C-60×30×10×2.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,61,,,,,,0,,図A-1352C/10,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,62,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=100,,1,軽鉄壁下地 開口部補強,LGS100形用,,,ｍ,M,1936,"1,300","1,300","2,516,800",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,620,290,"1,170","1,200,320","561,440","2,265,120",620,290,"1,170",0,0,0,1,1,0,0,0,1,2130009,,1,"1,300",620,290,"1,170",,,,,1,,,0,0,0,0,,"1,200,320","50,336","561,440","50,336",
3,1,63,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 2C-75×45×15,,0,,2C-75×45×15×2.3,,,ｍ,M,1936,,,,4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,,,,,,,,,,0,0,0,1,1,0,0,0,1,2130106,,1,,,,,,,,,1,,,0,0,0,0,,0,0,0,0,
3,1,64,,,,,,0,,図A-1352C/10,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,65,,,,,,1,＜天井＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,66,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @364,ﾌﾄｺﾛ H=2000以下 (水平補強),2,天井 軽鉄天井下地,19形 捨張,,,m2,㎡,224,"2,300","2,300","515,200",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,003",570,"2,080","224,672","127,680","465,920","1,003",570,"2,080",0,0,0,1,1,0,0,0,1,1010001,1130103,1,"1,250",534,400,"1,130","1,050",469,170,950,1,,,0,0,0,0,,"224,672","10,304","127,680","10,304",
3,1,67,,,,,,0,,(岩綿吸音板t9+PBt9.5) @360,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,68,,,,,,0,,ﾌﾄｺﾛ 1.5≦H≦2.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,69,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,70,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @303-1820,ﾌﾄｺﾛ H=3000以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(PBt9.5) @300,,,m2,㎡,9.8,"2,850","2,850","27,930",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,318",590,"2,570","12,916","5,782","25,186","1,318",590,"2,570",0,0,0,1,1,0,0,0,1,1010002,1130105,1,"1,350",578,400,"1,220","1,500",740,190,"1,350",1,,,0,0,0,0,,"12,916",559,"5,782",559,
3,1,71,,,,,,0,,ﾌﾄｺﾛ 2.5≦H<3.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,72,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,73,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=2000以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,94.4,"2,550","2,550","240,720",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,164",600,"2,300","109,882","56,640","217,120","1,164",600,"2,300",0,0,0,1,1,0,0,0,1,1010004,1130103,1,"1,500",695,430,"1,350","1,050",469,170,950,1,,,0,0,0,0,,"109,882","4,814","56,640","4,814",
3,1,74,,,,,,0,,ﾌﾄｺﾛ 1.5≦H<2.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,75,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,76,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=2500以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,1.2,"2,850","2,850","3,420",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,350",610,"2,570","1,620",732,"3,084","1,350",610,"2,570",0,0,0,1,1,0,0,0,1,1010004,1130104,1,"1,500",695,430,"1,350","1,350",655,180,"1,220",1,,,0,0,0,0,,"1,620",68,732,68,
3,1,77,,,,,,0,,ﾌﾄｺﾛ 2.0≦H<2.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,78,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,79,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=2500以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,10.6,"2,850","2,850","30,210",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,350",610,"2,570","14,310","6,466","27,242","1,350",610,"2,570",0,0,0,1,1,0,0,0,1,1010004,1130104,1,"1,500",695,430,"1,350","1,350",655,180,"1,220",1,,,0,0,0,0,,"14,310",604,"6,466",604,
3,1,80,,,,,,0,,ﾌﾄｺﾛ 2.5≦H<3.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,81,,,,,,0,,振止1段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,82,A 軽鉄下地 (天井),天井,一般材,天井 軽鉄下地 @227.5,ﾌﾄｺﾛ H=3500以下 (水平補強),1,天井 軽鉄天井下地,19形 直張(化粧PBt9.5) @225,,,m2,㎡,22.4,"3,000","3,000","67,200",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,418",630,"2,700","31,763","14,112","60,480","1,418",630,"2,700",0,0,0,1,1,0,0,0,1,1010004,1130106,1,"1,500",695,430,"1,350","1,500",723,200,"1,350",1,,,0,0,0,0,,"31,763","1,344","14,112","1,344",
3,1,83,,,,,,0,,ﾌﾄｺﾛ 3.0≦H<3.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,84,,,,,,0,,振止2段共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,85,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 2000×2000,,,か所,M,15,"8,400","1,050","126,000",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"2,096","2,000","7,600","31,440","30,000","114,000",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"8,400","2,096","2,000","7,600",,"31,440","2,520","30,000","2,520",
3,1,86,,,,,,0,,(設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,87,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 1200×1200,,,か所,M,40,"5,040","1,050","201,600",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,258","1,200","4,560","50,320","48,000","182,400",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"5,040","1,258","1,200","4,560",,"50,320","4,032","48,000","4,032",
3,1,88,,,,,,0,,(設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,89,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 300×1500,,,か所,M,150,"3,780","1,050","567,000",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,943,900,"3,420","141,450","135,000","513,000",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"3,780",943,900,"3,420",,"141,450","11,340","135,000","11,340",
3,1,90,,,,,,0,,(設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,91,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 (M),,1,軽鉄天井下地開口補強,19形 200×2000,,,か所,M,20,"4,620","1,050","92,400",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,153","1,100","4,180","23,060","22,000","83,600",262,250,950,2,2,2,1,1,2,0,0,1,1120001,,1,"1,050",262,250,950,,,,,1,,,"4,620","1,153","1,100","4,180",,"23,060","1,848","22,000","1,848",
3,1,92,,,,,,0,,(設備用),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,93,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 450×450,,1,軽鉄天井下地開口補強,19形 450×450,,,か所,ｹ所,210,"2,000","2,000","420,000",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,526,450,"1,800","110,460","94,500","378,000",526,450,"1,800",0,0,0,1,1,0,0,0,1,1120101,,1,"2,000",526,450,"1,800",,,,,1,,,0,0,0,0,,"110,460","8,400","94,500","8,400",
3,1,94,,,,,,0,,(天井点検口),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,95,A 軽鉄下地 (天井),天井開口,一般材,天井 軽鉄下地 開口補強 600×600,,1,軽鉄天井下地開口補強,19形 600×600,,,か所,ｹ所,15,"2,850","2,850","42,750",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,785,600,"2,570","11,775","9,000","38,550",785,600,"2,570",0,0,0,1,1,0,0,0,1,1120102,,1,"2,850",785,600,"2,570",,,,,1,,,0,0,0,0,,"11,775",855,"9,000",855,
3,1,96,,,,,,0,,(天井点検口),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,97,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 額縁ﾀｲﾌﾟ 450×450,,1,天井点検口,ｱﾙﾐ ｱﾙﾏｲﾄ 450角 額縁ﾀｲﾌﾟ,,,か所,ｹ所,150,"4,500","4,500","675,000",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"1,522","1,500","4,050","228,300","225,000","607,500","1,522","1,500","4,050",0,0,0,1,1,0,0,0,1,1181002,,1,"4,500","1,522","1,500","4,050",,,,,1,,,0,0,0,0,,"228,300","13,500","225,000","13,500",
3,1,98,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 額縁ﾀｲﾌﾟ(鍵付) 450×450,,2,天井点検口,ｱﾙﾐ ｱﾙﾏｲﾄ 450角 額縁ﾀｲﾌﾟ 鍵付,,,か所,ｹ所,40,"7,650","7,650","306,000",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"3,582","1,570","6,890","143,280","62,800","275,600","3,582","1,570","6,890",0,0,0,1,1,0,0,0,1,1181012,,1,"7,650","3,582","1,570","6,890",,,,,1,,,0,0,0,0,,"143,280","6,120","62,800","6,120",
3,1,99,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 目地ﾀｲﾌﾟ 450×450,,3,天井点検口,ｱﾙﾐ ｱﾙﾏｲﾄ 450角 目地ﾀｲﾌﾟ,,,か所,ｹ所,10,"9,800","9,800","98,000",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"4,097","2,500","8,820","40,970","25,000","88,200","4,097","2,500","8,820",0,0,0,1,1,0,0,0,1,1181102,,1,"9,800","4,097","2,500","8,820",,,,,1,,,0,0,0,0,,"40,970","1,960","25,000","1,960",
3,1,100,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 目地ﾀｲﾌﾟ(鍵付) 450×450,,4,天井点検口,ｱﾙﾐ ｱﾙﾏｲﾄ 450角 目地ﾀｲﾌﾟ 鍵付,,,か所,ｹ所,10,"12,250","12,250","122,500",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"5,642","2,620","11,030","56,420","26,200","110,300","5,642","2,620","11,030",0,0,0,1,1,0,0,0,1,1181112,,1,"12,250","5,642","2,620","11,030",,,,,1,,,0,0,0,0,,"56,420","2,450","26,200","2,450",
3,1,101,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 額縁ﾀｲﾌﾟ 600×600,,5,天井点検口,ｱﾙﾐ ｱﾙﾏｲﾄ 600角 額縁ﾀｲﾌﾟ,,,か所,ｹ所,5,"7,550","7,550","37,750",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"3,290","1,800","6,800","16,450","9,000","34,000","3,290","1,800","6,800",0,0,0,1,1,0,0,0,1,1181003,,1,"7,550","3,290","1,800","6,800",,,,,1,,,0,0,0,0,,"16,450",755,"9,000",755,
3,1,102,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 額縁ﾀｲﾌﾟ(鍵付) 600×600,,6,天井点検口,ｱﾙﾐ ｱﾙﾏｲﾄ 600角 額縁ﾀｲﾌﾟ 鍵付,,,か所,ｹ所,10,"9,950","9,950","99,500",4 Ⅳ旅客 官庁ｲ官専a.本館9金属工事,労務,"4,835","1,890","8,960","48,350","18,900","89,600","4,835","1,890","8,960",0,0,0,1,1,0,0,0,1,1181013,,1,"9,950","4,835","1,890","8,960",,,,,1,,,0,0,0,0,,"48,350","1,990","18,900","1,990",
3,1,103,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,104,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,105,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,106,,,,,,1,≪民間専有部≫,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,107,,,,,,2,（内部）,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,108,,,,,,3,＜壁＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,109,B 軽鉄下地 (壁),壁,一般材,壁 軽鉄下地 W=65 @455,,4,壁 軽鉄壁下地,65形 下地張りあり @450,,,m2,㎡,577,"1,700","1,700","980,900",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,869,400,"1,530","501,413","230,800","882,810",869,400,"1,530",0,0,0,1,1,0,0,0,1,2010106,,1,"1,700",869,400,"1,530",,,,,1,,,0,0,0,0,,"501,413","19,618","230,800","19,618",
3,1,110,B 軽鉄下地 (壁),柱型,一般材,柱型 軽鉄下地 W=65 @455,,5,柱型 軽鉄壁下地,65形 下地張りあり @450,,,m2,㎡,561,"1,440","2,450","807,840",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,224",480,"2,210","686,664","269,280","1,239,810","1,224",480,"2,210",0,0,0,1,1,1,0,0,1,2070106,,1,"2,450","1,224",480,"2,210",,,,,1,,,0,0,0,0,,"686,664","16,157","269,280","16,157",
3,1,111,B 軽鉄下地 (壁),曲面壁,一般材,曲面壁 軽鉄下地 W=65 @150 R=1250,,6,円柱 軽鉄壁下地,65形 下地張りあり @450,,,m2,㎡,479,"1,440","7,150","689,760",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"3,232",840,"6,440","1,548,128","402,360","3,084,760","3,232",840,"6,440",0,0,0,1,1,1,0,0,1,2040206,,1,"7,150","3,232",840,"6,440",,,,,1,,,0,0,0,0,,"1,548,128","13,795","402,360","13,795",
3,1,112,B 軽鉄下地 (壁),壁,一般材,壁 軽鉄下地 W=100 @455,,7,壁 軽鉄壁下地,100形 下地張りあり @450,,,m2,㎡,240,"1,850","1,850","444,000",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,961,420,"1,670","230,640","100,800","400,800",961,420,"1,670",0,0,0,1,1,0,0,0,1,2010109,,1,"1,850",961,420,"1,670",,,,,1,,,0,0,0,0,,"230,640","8,880","100,800","8,880",
3,1,113,B 軽鉄下地 (壁),柱型,一般材,柱型 軽鉄下地 W=100 @455,,8,柱型 軽鉄壁下地,100形 下地張りあり @450,,,m2,㎡,1103,"1,440","2,800","1,588,320",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"1,444",500,"2,520","1,592,732","551,500","2,779,560","1,444",500,"2,520",0,0,0,1,1,1,0,0,1,2070109,,1,"2,800","1,444",500,"2,520",,,,,1,,,0,0,0,0,,"1,592,732","31,766","551,500","31,766",
3,1,114,B 軽鉄下地 (壁),曲面壁,一般材,曲面壁 軽鉄下地 W=100 @150 R=1250,,9,円柱 軽鉄壁下地,100形 下地張りあり @450,,,m2,㎡,290,"1,440","7,950","417,600",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"3,652",870,"7,160","1,059,080","252,300","2,076,400","3,652",870,"7,160",0,0,0,1,1,1,0,0,1,2040209,,1,"7,950","3,652",870,"7,160",,,,,1,,,0,0,0,0,,"1,059,080","8,352","252,300","8,352",
3,1,115,B 軽鉄下地 (壁),壁,一般材,壁 軽鉄下地 W=100 @455,,10,壁 軽鉄壁下地,100形 下地張りあり @450,,,m2,㎡,687,"1,850","1,850","1,270,950",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,961,420,"1,670","660,207","288,540","1,147,290",961,420,"1,670",0,0,0,1,1,0,0,0,1,2010109,,1,"1,850",961,420,"1,670",,,,,1,,,0,0,0,0,,"660,207","25,419","288,540","25,419",
3,1,116,,,,,,0,,(階段室二重壁 SL1),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,1,117,B 軽鉄下地 (壁),曲面壁,一般材,曲面壁 軽鉄下地 W=100 @150 R=1250,,1,円柱 軽鉄壁下地,100形 下地張りあり @450,,,m2,㎡,15.3,"1,440","7,950","22,032",4 Ⅳ旅客 民間ﾊ民専a.本館9金属工事,労務,"3,652",870,"7,160","55,876","13,311","109,548","3,652",870,"7,160",0,0,0,1,1,1,0,0,1,2040209,,1,"7,950","3,652",870,"7,160",,,,,1,,,0,0,0,0,,"55,876",441,"13,311",441,
3,1,118,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 角ﾊﾟｲﾌﾟ □100×100 t=3.2,壁 開口補強 角ﾊﾟｲﾌﾟ □100×100 t=3.2,2,壁 開口補強 角ﾊﾟｲﾌﾟ □100×100 t=3.2 + 開口補強 角ﾊﾟｲﾌﾟ □100×100 t=3.2,補強材:2□-100×100×3.2 @3600,,,M,M,15.3,"19,300","19,300","295,290",,労務,"11,824","1,600","17,380","180,907","24,480","265,914","11,824","1,600","17,380",0,0,0,0,1,0,0,0,1,2132014,2132014,0,"9,650","5,912",800,"8,690","9,650","5,912",800,"8,690",1,,,0,0,0,0,,"180,907","5,906","24,480","5,906",
3,1,119,,,,,,0,,(5.0＜H≦7.0m),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
