Zairyo_ID,Sort_No,Shiire_Tanka_Kbn_ID,Zairyo_Shubetsu_ID,Zairyo_Nm,Kikaku_Sunpo,Maker_ID,Tani_ID,Zairyo_Menseki,Zairyo_Length,Zairyo_Atsumi,Zairyo_Weight,Sunpo_Width,Sunpo_Length,Konpo_Suryo,Zaishitsu,Nintei_Bango,Kikaku_Sunpo_Default,Maker_ID_Default,Tani_ID_Default,Zairyo_Menseki_Default,Zairyo_Length_Default,Zairyo_Atsumi_Default,Zairyo_Weight_Default,Sunpo_Width_Default,Sunpo_Length_Default,Konpo_Suryo_Default,Zaishitsu_Default,Nintei_Bango_Default,Calc_Type,Zairyo_Length_Use_Type,Zairyo_Atsumi_Use_Type,Zairyo_Weight_Use_Type,Sunpo_Width_Use_Type,Sunpo_Length_Use_Type,Catalog_Page_No,Comment,Sort_No_Default,Zairyo_CD,Default_Flg,Disable_Flg,Delete_Flg,UPDATE_DATE,UPDATE_STAFF
1010001,1,401,101,野縁受 [-19,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,1,,1,0,0,,
1010002,2,401,101,野縁受 [-25,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,2,,1,0,0,,
1010003,3,401,101,野縁受 [-38,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,3,501001,1,0,0,,
1010004,4,401,101,野縁受 [-40×20,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,4,501010,1,0,0,,
1010301,5,401,101,野縁受 [-38 R加工(R=5800),L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,5,501002,1,0,0,,
1010302,6,401,101,野縁受 [-38 R加工(R=2250),L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,6,501003,1,0,0,,
1010303,7,401,101,野縁受 [-38 R加工(R=1250),L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,7,501004,1,0,0,,
1010304,8,401,101,野縁受 [-38 R手加工(R=350),L=1000,,10,,1000,,,,,,溶融亜鉛ﾒｯｷ,,L=1000,,10,,1000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,8,501005,1,0,0,,
1010305,9,401,101,野縁受 [-38 R加工(R=500),L=1000,,10,,1000,,,,,,溶融亜鉛ﾒｯｷ,,L=1000,,10,,1000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,9,501006,1,0,0,,
1020001,10,401,102,野縁 Sﾊﾞｰ,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,10,502011,1,0,0,,
1020002,11,401,102,野縁 Wﾊﾞｰ,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,11,502012,1,0,0,,
1020101,12,401,102,野縁 Sﾊﾞｰ (耐震・耐風圧),L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,12,,1,0,0,,
1020102,13,401,102,野縁 Wﾊﾞｰ (耐震・耐風圧),L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,L=5000,,10,,5000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,13,,1,0,0,,
1030001,14,401,103,S ｸﾘｯﾌﾟ [-19用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,14,,1,0,0,,
1030002,15,401,103,S ｸﾘｯﾌﾟ [-25用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,15,,1,0,0,,
1030003,16,401,103,S ｸﾘｯﾌﾟ [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,16,503013,1,0,0,,
1030004,17,401,103,S ｸﾘｯﾌﾟ [-40用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,17,,1,0,0,,
1030101,18,401,103,S ｸﾘｯﾌﾟ [-38用 (耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,18,,1,0,0,,
1030102,19,401,103,S ｸﾘｯﾌﾟ [-40用 (耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,19,,1,0,0,,
1030103,20,401,103,ﾍﾟｱﾛｯｸｸﾘｯﾌﾟ S [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,20,,1,0,0,,
1030104,21,401,103,ﾍﾟｱﾛｯｸｸﾘｯﾌﾟ S [-40用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,21,,1,0,0,,
1030105,22,401,103,ｸﾘｯﾌﾟ滑り防止金具 S,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,22,,1,0,0,,
1030106,23,401,103,RP-S ｸﾘｯﾌﾟ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,23,,1,0,0,,
1030107,24,401,103,Power-S ｸﾘｯﾌﾟ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,24,,1,0,0,,
1030108,25,401,103,RP-S ｶﾊﾞｰ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,25,,1,0,0,,
1030201,26,401,103,S ｸﾘｯﾌﾟ C-60用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,26,503014,1,0,0,,
1030202,27,401,103,S ｸﾘｯﾌﾟ C-65用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,27,,1,0,0,,
1030203,28,401,103,S ｸﾘｯﾌﾟ C-75用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,28,503015,1,0,0,,
1030204,29,401,103,S ｸﾘｯﾌﾟ C-100用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,29,503016,1,0,0,,
1031001,30,401,103,W ｸﾘｯﾌﾟ [-19用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,30,,1,0,0,,
1031002,31,401,103,W ｸﾘｯﾌﾟ [-25用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,31,,1,0,0,,
1031003,32,401,103,W ｸﾘｯﾌﾟ [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,32,503017,1,0,0,,
1031004,33,401,103,W ｸﾘｯﾌﾟ [-40用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,33,,1,0,0,,
1031101,34,401,103,W ｸﾘｯﾌﾟ [-38用 (耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,34,,1,0,0,,
1031102,35,401,103,W ｸﾘｯﾌﾟ [-40用 (耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,35,,1,0,0,,
1031103,36,401,103,ﾍﾟｱﾛｯｸｸﾘｯﾌﾟ W [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,36,,1,0,0,,
1031104,37,401,103,ﾍﾟｱﾛｯｸｸﾘｯﾌﾟ W [-40用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,37,,1,0,0,,
1031105,38,401,103,ｸﾘｯﾌﾟ滑り防止金具 W,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,38,,1,0,0,,
1031106,39,401,103,RP-W ｸﾘｯﾌﾟ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,39,,1,0,0,,
1031107,40,401,103,Power-W ｸﾘｯﾌﾟ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,40,,1,0,0,,
1031108,41,401,103,RP-W ｶﾊﾞｰ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,41,,1,0,0,,
1031109,42,401,103,TBN-W ｶﾊﾞｰ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,42,,1,0,0,,
1031201,43,401,103,W ｸﾘｯﾌﾟ C-60用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,43,503018,1,0,0,,
1031202,44,401,103,W ｸﾘｯﾌﾟ C-65用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,44,,1,0,0,,
1031203,45,401,103,W ｸﾘｯﾌﾟ C-75用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,45,503019,1,0,0,,
1031204,46,401,103,W ｸﾘｯﾌﾟ C-100用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,46,503020,1,0,0,,
1032001,102,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4020用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,102,,1,0,0,,
1032002,103,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4025用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,103,503052,1,0,0,,
1032003,104,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4040用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,104,503053,1,0,0,,
1032004,105,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4045用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,105,503054,1,0,0,,
1032005,106,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4050用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,106,503055,1,0,0,,
1032006,107,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4565用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,107,503056,1,0,0,,
1032007,108,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4575用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,108,,1,0,0,,
1032008,109,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 4590用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,109,,1,0,0,,
1032009,110,401,103,角ｽﾀｯﾄﾞ用ｸﾘｯﾌﾟ 45100用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,110,503077,1,0,0,,
1040001,47,401,104,S ｼﾞｮｲﾝﾄ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,47,504021,1,0,0,,
1040002,48,401,104,W ｼﾞｮｲﾝﾄ,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,48,504022,1,0,0,,
1040101,49,401,104,S ｼﾞｮｲﾝﾄ (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,49,,1,0,0,,
1040102,50,401,104,W ｼﾞｮｲﾝﾄ (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,50,,1,0,0,,
1041001,51,401,104,C ｼﾞｮｲﾝﾄ [-19用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,51,,1,0,0,,
1041002,52,401,104,C ｼﾞｮｲﾝﾄ [-25用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,52,,1,0,0,,
1041003,53,401,104,C ｼﾞｮｲﾝﾄ [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,53,504023,1,0,0,,
1041004,54,401,104,C ｼﾞｮｲﾝﾄ [-40用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,54,,1,0,0,,
1041101,55,401,104,C ｼﾞｮｲﾝﾄ [-38用 (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,55,,1,0,0,,
1041102,56,401,104,C ｼﾞｮｲﾝﾄ [-40用 (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,56,,1,0,0,,
1050001,57,401,105,ﾊﾝｶﾞｰ [-19用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,57,,1,0,0,,
1050002,58,401,105,ﾊﾝｶﾞｰ [-25用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,58,,1,0,0,,
1050003,59,401,105,ﾊﾝｶﾞｰ [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,59,506025,1,0,0,,
1050004,60,401,105,ﾊﾝｶﾞｰ [-40用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,60,,1,0,0,,
1051003,61,401,105,ﾊﾝｶﾞｰ [-38用 ﾋﾞｽ付き (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,61,,1,0,0,,
1051004,62,401,105,ﾊﾝｶﾞｰ [-40用 ﾋﾞｽ付き (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,62,,1,0,0,,
1051005,63,401,105,RPﾊﾝｶﾞｰ [-38用 ﾋﾞｽ付き,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,63,,1,0,0,,
1051006,64,401,105,RPﾊﾝｶﾞｰ [-40用 ﾋﾞｽ付き,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,64,,1,0,0,,
1052001,65,401,105,ﾌﾘｰﾊﾝｶﾞｰ [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,65,,1,0,0,,
1052002,66,401,105,ﾌﾘｰﾊﾝｶﾞｰ [-38用 ﾋﾞｽ付き (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,66,,1,0,0,,
1052003,67,401,105,ﾌﾘｰﾊﾝｶﾞｰ [-40用 ﾋﾞｽ付き (耐震・耐風圧),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,67,,1,0,0,,
1052004,68,401,105,RPﾌﾘｰﾊﾝｶﾞｰ [-38用 ﾋﾞｽ付き,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,68,,1,0,0,,
1052005,69,401,105,RPﾌﾘｰﾊﾝｶﾞｰ [-40用 ﾋﾞｽ付き,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,69,,1,0,0,,
1053003,70,401,105,ﾐﾆﾊﾝｶﾞｰ [-38用,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,70,,1,0,0,,
1054001,71,401,105,防振ﾊﾝｶﾞｰ(並級),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,71,506029,1,0,0,,
1054002,72,401,105,防振ﾊﾝｶﾞｰ(中級),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,72,506030,1,0,0,,
1054003,73,401,105,防振ﾊﾝｶﾞｰ(高級),,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,,,5,,,,,,,,溶融亜鉛ﾒｯｷ,,0,0,0,1,0,0,,,73,506031,1,0,0,,
1060001,74,401,106,吊ﾎﾞﾙﾄ L=500,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,74,507032,1,0,0,,
1060002,75,401,106,吊ﾎﾞﾙﾄ L=1000,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,75,507033,1,0,0,,
1060003,76,401,106,吊ﾎﾞﾙﾄ L=1500,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,76,507034,1,0,0,,
1060004,77,401,106,吊ﾎﾞﾙﾄ L=2000,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,77,507035,1,0,0,,
1060005,78,401,106,吊ﾎﾞﾙﾄ L=2500,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,78,507036,1,0,0,,
1060006,79,401,106,吊ﾎﾞﾙﾄ L=3000,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,79,507037,1,0,0,,
1062001,80,401,106,吊ﾎﾞﾙﾄ 12φ L=500,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,80,,1,0,0,,
1062002,81,401,106,吊ﾎﾞﾙﾄ 12φ L=1000,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,81,,1,0,0,,
1062003,82,401,106,吊ﾎﾞﾙﾄ 12φ L=1500,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,82,,1,0,0,,
1062004,83,401,106,吊ﾎﾞﾙﾄ 12φ L=2000,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,,,10,,,,,,,,ﾕﾆｸﾛﾒｯｷ,,0,1,0,1,0,0,,,83,,1,0,0,,
1070001,174,411,107,ﾗﾝﾅｰ W=20,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,174,,1,0,0,,
1070002,175,411,107,ﾗﾝﾅｰ W=25,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,175,602008,1,0,0,,
1070003,176,411,107,ﾗﾝﾅｰ W=40,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,176,602009,1,0,0,,
1070004,177,411,107,ﾗﾝﾅｰ W=45,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,177,602010,1,0,0,,
1070005,178,411,107,ﾗﾝﾅｰ W=50,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,178,602011,1,0,0,,
1070006,179,411,107,ﾗﾝﾅｰ W=65,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,179,602012,1,0,0,,
1070007,180,411,107,ﾗﾝﾅｰ W=75,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,180,602013,1,0,0,,
1070008,181,411,107,ﾗﾝﾅｰ W=90,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,181,602014,1,0,0,,
1070009,182,411,107,ﾗﾝﾅｰ W=100,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,182,602015,1,0,0,,
1070011,183,411,107,ﾗﾝﾅｰ W=105,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,183,,1,0,0,,
1070012,184,411,107,ﾗﾝﾅｰ W=110,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,184,,1,0,0,,
1070013,185,411,107,ﾗﾝﾅｰ W=115,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,185,606046,1,0,0,,
1070014,186,411,107,ﾗﾝﾅｰ W=120,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,186,,1,0,0,,
1070015,187,411,107,ﾗﾝﾅｰ W=125,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,187,,1,0,0,,
1071101,189,411,107,ﾗﾝﾅｰ W=20 R加工(R=5800),L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,189,,1,0,0,,
1071102,190,411,107,ﾗﾝﾅｰ W=25 R加工(R=5800),L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,190,,1,0,0,,
1071103,191,411,107,ﾗﾝﾅｰ W=40 R加工(R=5800),L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,L=4000,,10,,4000,,,,,,溶融亜鉛ﾒｯｷ,,0,1,0,1,0,0,,,191,,1,0,0,,
